,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
124,Condo for sale,"10534, boulevard Olympia, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic Central","$774,900",45.5627140000,-73.6606970000,9,6,4,9,8,10,7,10,10,8,9,7,10,4,5,4,5,15,5,,Undivided,"2,871 sqft",1928,"Driveway (1), Garage (1)",74,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Basement 6 feet or +,(3,,,,,,Gas fireplace,,,,,,,,,,,
125,Condo for sale,"2740, Avenue Jeanne-d'Arc, apt. 5, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$379,000",45.5527750000,-73.5526280000,9,7,1,7,10,10,9,6,9,8,9,8,8,5,5,5,6,6,2,1,Divided,877 sqft,1985,Driveway (1),71,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
126,Condo for sale,"5468, 1re Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$369,000",45.5455385800,-73.5774399700,9,4,7,7,10,10,10,9,10,10,8,10,6,6,9,10,8,8,,1,Divided,877 sqft,2004,Garage (1),87,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Basement 6 feet or +,,,,,,,,,,2,,,,,,,,
127,Condo for sale,"10260, Rue Clark, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$579,900",45.5473680000,-73.6653590000,9,6,7,5,8,10,7,9,10,9,9,8,8,2,5,4,6,5,2,1,Divided,"1,077 sqft",2012,Garage (1),80,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1,,,,,,,,,,,,,,,,
128,Condo for sale,"10850, Rue Basile-Routhier, apt. 311, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$519,900",45.5562172200,-73.6691326600,7,6,3,4,9,10,7,8,10,8,10,7,10,4,4,4,6,9,2,,Divided,874 sqft,2020,Garage (1),77,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Elevator,,,,,,,,,,,,,,,,,,
129,Condo for sale,"2727, Rue Saint-Patrick, apt. 401, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles","$1,295,000",45.4797710000,-73.5717090000,7,6,5,4,10,10,10,5,10,10,10,10,5,6,7,7,8,7,2,,Divided,"1,315 sqft",2014,Garage (2),81,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,Heated,Elevator,,,,,,,,,,,,,,,,,,
130,Condo for sale,"5533, 3e Avenue, apt. A, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$499,000",45.5468410000,-73.5778760000,9,4,7,7,10,10,10,10,10,10,8,10,7,6,9,9,8,8,2,1,Divided,737 sqft,2018,,87,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1,,,,,,,,,,,,,,,,
131,Condo for sale,"9950, Place de l'Acadie, apt. 1781, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux","$519,000",45.5335296500,-73.6798444500,9,7,2,3,10,9,3,10,8,8,9,6,7,0,4,2,6,5,2,1,Divided,957 sqft,2019,Garage (2),49,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Basement 6 feet or +, Adapted for reduced mobility, Elevator",,1,,,,,,,,,,,,,,,,
132,Condo for sale,"6575, Rue Saint-Urbain, apt. 1, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy","$355,000",45.5300340000,-73.6111830000,9,4,6,4,10,10,10,6,10,10,9,10,5,6,9,8,10,4,2,1,Divided,887 sqft,2011,,89,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
133,Condominium house for sale,"29, Rue Provost, Montréal (Lachine), Neighbourhood East","$539,000",45.4418660000,-73.6638990000,10,10,8,4,8,6,2,10,6,5,7,6,4,4,3,4,5,10,3,,Divided,,2018,Garage (2),34,44489,7,2498,9,48.0,22.0,10.0,12.0,9.0,40.0,29.0,14.0,11.0,5.0,35.0,41.0,24.0,43.0,57.0,44.0,27.0,9.0,7.0,7.0,6.0,15.0,10.0,70.0,6.0,0.0,27.0,16.0,23.0,13.0,21.0,77.0,23.0,59.0,30.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,1,Semi-detached,,,,,,,,,,,,,,,
134,Condo for sale,"5077, Rue Paré, apt. 113, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$379,000",45.4984790000,-73.6535030000,7,8,3,5,8,10,3,10,8,9,8,7,6,0,4,4,5,5,2,,Divided,839 sqft,2014,,62,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Elevator,,,,,,,,,,,,,,,,,,
135,Condo for sale,"1222, Rue des Bassins, apt. 1302, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$299,000",45.4910312200,-73.5588073300,7,5,0,7,10,10,10,8,10,10,9,10,3,5,8,9,10,3,,1,Divided,420 sqft,2020,,70,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
136,Condo for sale,"3716, boulevard Édouard-Montpetit, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$309,000",45.4880575000,-73.6296844500,9,6,9,7,8,10,4,10,10,9,10,8,9,4,5,4,6,5,2,1,Divided,621 sqft,2000,,79,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
137,Condo for sale,"8372, boulevard Gouin Est, apt. 301, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$469,900",45.6454580000,-73.5941770000,10,10,9,6,8,6,5,6,4,4,5,4,4,2,2,1,3,7,3,1,Divided,"1,132 sqft",2015,Garage (1),11,106743,0,2515,7,38.0,25.0,12.0,17.0,8.0,28.0,32.0,17.0,15.0,8.0,34.0,43.0,23.0,64.0,36.0,13.0,28.0,31.0,14.0,11.0,3.0,26.0,24.0,47.0,3.0,0.0,16.0,17.0,25.0,18.0,24.0,76.0,24.0,71.0,16.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1,,,,,,,,,,,,,,,,
138,Condo for sale,"90, Rue Berlioz, apt. 802, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$835,000",45.4639994500,-73.5402345400,5,9,9,7,8,8,8,6,5,5,5,5,1,0,2,2,5,7,2,,Divided,"1,496 sqft",1986,Garage (2),54,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,"Heated, Inground, Indoor",Located on a fleuve (river),,,,,,,,,,,,,,,,,,
139,Condo for sale,"1225, Rue Notre-Dame Ouest, apt. 707, Montréal (Ville-Marie), Neighbourhood Central","$378,000",45.4936587500,-73.5646151000,9,5,5,3,10,10,9,10,10,10,10,10,5,6,10,10,10,4,,1,Divided,525 sqft,2004,Garage (1),87,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
140,Condo for sale,"5905, Rue Boyer, apt. 8, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$399,000",45.5347396900,-73.5970959500,10,3,3,6,9,10,10,8,10,10,9,10,10,6,10,9,9,6,,1,Divided,812 sqft,2004,Driveway (1),87,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
141,Condo for sale,"137, Rue Saint-Pierre, apt. 322, Montréal (Ville-Marie), Neighbourhood Old Montréal","$734,000",45.5007790000,-73.5547230000,7,5,5,4,10,10,7,6,10,10,9,10,3,10,10,10,10,8,2,1,Divided,"1,489 sqft","1873, Historic",,89,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,1,,,,,Wood fireplace,,,,,,,,,,,
142,Condo for sale,"2615, Rue Augustin-Cantin, apt. B-314, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles","$382,691",45.4792480000,-73.5710550000,7,6,7,8,10,10,9,5,10,10,10,10,5,6,7,6,8,4,,1,Divided,,"Under construction, New",Garage (1),75,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,575 sqft,,,,,,,,,,
143,Condo for sale,"2525, Avenue des Érables, apt. 011, Montréal (Ville-Marie), Neighbourhood Central","$475,000",45.5315867200,-73.5623963700,10,4,3,7,10,10,10,8,10,10,9,10,9,7,10,9,9,4,2,1,Divided,872 sqft,2012,Garage (1),87,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,1,,,,,,,,,,,,,,,,
144,Condo for sale,"6795, 29e Avenue, apt. 202, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$299,000",45.5685250000,-73.5817950000,10,6,8,7,8,10,7,9,10,8,8,8,7,3,5,6,6,6,2,1,Divided,765 sqft,2010,,66,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
145,Condo for sale,"1414, Rue Chomedey, apt. 1751, Montréal (Ville-Marie), Neighbourhood Central West","$575,000",45.4907490000,-73.5835430000,10,4,3,5,10,10,5,9,10,10,10,10,10,7,10,10,10,5,2,1,Divided,698 sqft,2012,Garage (1),95,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground",Elevator,,,,,,,,,,,,,,,,,,
146,Condo for sale,"10222, boulevard Saint-Laurent, apt. 202, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$419,900",45.5479137000,-73.6635678300,9,6,8,8,8,10,7,8,10,9,9,8,9,2,5,4,6,5,2,1,Divided,,"To be built, New",,80,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,"1,089 sqft",,,,,,,,,,
147,Condo for sale,"4352, Rue Joliette, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus","$359,000",45.5508720000,-73.5620710000,8,6,9,7,10,9,8,6,10,8,9,9,3,3,7,6,6,5,2,1,Divided,911 sqft,1989,Garage (1),69,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
148,Condo for sale,"155, Rue Athènes, Dollard-Des Ormeaux, Neighbourhood Central","$415,000",45.4879310000,-73.8064570000,,,,,,,,,,,,,,,,,,6,2,1,Divided,"1,180 sqft",2003,Driveway (1),47,48899,1,3262,7,28.0,23.0,12.0,20.0,18.0,21.0,30.0,17.0,20.0,13.0,31.0,53.0,16.0,77.0,23.0,6.0,62.0,15.0,7.0,8.0,2.0,58.0,19.0,15.0,8.0,0.0,35.0,20.0,25.0,7.0,13.0,60.0,40.0,16.0,61.0,23.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,Gas fireplace,,,,,,,,,,,
149,Condo for sale,"300, Avenue des Sommets, apt. 1802, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$1,249,000",45.4498470000,-73.5492820000,8,9,9,6,9,2,7,5,3,3,5,3,0,0,1,0,1,7,2,,Divided,"1,744 sqft",2006,Garage (2),15,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,"Inground, Indoor",,,,,,,,,,,,,,,,,,,
150,Condo for sale,"2235, Rue Saint-Clément, apt. 7, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$369,000",45.5597441400,-73.5389838700,9,8,6,6,8,9,10,6,9,6,7,6,7,5,5,3,5,6,2,1,Divided,708 sqft,2011,Garage (1),58,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
151,Condominium house for sale,"5962, 23e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$588,000",45.5618370000,-73.5751760000,9,6,4,4,10,10,8,10,10,8,9,8,9,5,5,5,6,7,3,1,Divided,,2000,"Driveway (1), Garage (1)",60,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Basement 6 feet or +,,1,Semi-detached,,,,,,,,,,,,,,,
152,Condo for sale,"210, Chemin du Golf, apt. 512, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$559,000",45.4691780000,-73.5470910000,3,9,0,6,9,9,9,10,6,7,7,6,5,0,3,3,6,7,2,,Divided,"1,090 sqft",2004,Garage (1),56,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,"Heated, Inground","Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,
153,Condominium house for sale,"11351A, Avenue Pigeon, Montréal (Montréal-Nord)","$463,580",45.6000001500,-73.6316994900,9,6,9,7,7,9,5,8,9,6,7,6,7,2,4,4,5,18,4,,Divided,,"Under construction, New",,63,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3,,,(1,1,Semi-detached,,,,,,,,,,,,,,,
154,Condo for sale,"7700, Rue du Mans, apt. 804, Montréal (Saint-Léonard)","$455,000",45.5840800000,-73.5848760000,9,7,4,3,8,9,3,5,10,8,7,7,4,0,5,4,6,5,2,1,Divided,971 sqft,2011,Garage (1),64,78305,3,5813,11,48.0,27.0,9.0,10.0,5.0,30.0,29.0,16.0,15.0,9.0,30.0,49.0,21.0,35.0,65.0,14.0,64.0,8.0,5.0,6.0,2.0,6.0,3.0,83.0,8.0,0.0,22.0,16.0,23.0,14.0,26.0,51.0,49.0,44.0,22.0,34.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,
155,Condo for sale,"212, Rue Gordon, apt. 306, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$437,000",45.4608913500,-73.5663788500,9,6,8,7,10,10,8,9,10,8,9,8,5,6,5,4,6,4,,1,Divided,732 sqft,2014,Garage (1),86,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
156,Condo for sale,"10542, boulevard Olympia, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic Central","$464,000",45.5628954200,-73.6608733300,9,6,4,9,8,10,7,10,10,8,9,7,10,4,5,4,5,5,2,1,Divided,"1,066 sqft",2012,,74,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
157,Condo for sale,"2020, boulevard René-Lévesque Ouest, apt. 1807, Montréal (Ville-Marie), Neighbourhood Central West","$419,900",45.4895320000,-73.5786870000,10,6,0,7,10,9,4,8,9,10,10,10,10,7,10,9,10,4,,1,Divided,457 sqft,2020,,87,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",Elevator,,,,,,1,,,,,,,,,,,,
158,Condo for sale,"7200, boulevard des Galeries-d'Anjou, apt. 1006, Montréal (Anjou)","$260,000",45.5960920000,-73.5606710000,9,9,4,3,8,10,6,6,8,9,8,7,3,0,4,4,6,4,,1,Divided,760 sqft,2004,Driveway (1),72,42796,2,3103,10,45.0,26.0,10.0,12.0,7.0,38.0,31.0,13.0,12.0,7.0,38.0,41.0,21.0,44.0,56.0,15.0,49.0,16.0,10.0,10.0,1.0,8.0,9.0,65.0,18.0,0.0,25.0,17.0,23.0,14.0,20.0,66.0,34.0,76.0,8.0,16.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
159,Condo for sale,"2335, Chemin Manella, apt. 302, Mont-Royal","$398,000",45.5032830000,-73.6622040000,7,8,8,5,8,9,3,8,8,9,9,7,6,0,4,4,6,6,2,1,Divided,,2015,,64,20276,4,2693,7,24.0,15.0,8.0,14.0,40.0,24.0,28.0,16.0,21.0,10.0,29.0,56.0,15.0,67.0,33.0,70.0,16.0,3.0,3.0,3.0,6.0,34.0,21.0,33.0,11.0,0.0,60.0,15.0,14.0,3.0,8.0,64.0,36.0,51.0,30.0,19.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,
160,Condo for sale,"5685, Rue De Lanaudière, apt. 4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$425,000",45.5375815100,-73.5914960300,9,4,3,5,10,9,10,8,10,10,9,10,9,5,9,9,9,6,2,1,Divided,800 sqft,2012,Driveway (1),75,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
