,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
161,Condo for sale,"3300, boulevard Cavendish, apt. 415, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$319,900",45.4628980000,-73.6281500000,10,8,0,5,8,10,6,10,9,8,9,7,10,4,5,4,6,3,,1,Divided,670 sqft,2013,,70,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
162,Condo for sale,"340, Rue Farly, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$279,000",45.5452400000,-73.6414819500,10,6,9,6,8,10,5,8,10,10,10,8,10,4,5,5,7,5,,1,Divided,842 sqft,2001,,78,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,1,,,,,,,,,,,,,
163,Condo for sale,"2096, Rue Davidson, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$295,000",45.5432660000,-73.5476450000,10,5,8,7,8,10,10,10,10,9,9,9,5,6,8,9,6,6,,1,Undivided,705 sqft,1920,,83,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
164,Condo for sale,"7951, Rue George, apt. 101, Montréal (LaSalle)","$419,000",45.4264400700,-73.6070601200,8,6,7,6,10,9,8,6,6,6,7,5,8,0,3,4,5,5,2,,Divided,981 sqft,2016,Garage (2),53,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,,,,,,,,,,,
165,Condo for sale,"199, Rue de la Rotonde, apt. 1907, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$460,000",45.4739902300,-73.5382416300,1,10,9,3,8,6,5,2,5,5,6,6,3,0,3,4,4,5,,1,Divided,646 sqft,2012,Garage (1),29,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
166,Condo for sale,"5700, boulevard Cavendish, apt. 1804, Côte-Saint-Luc","$219,000",45.4749220000,-73.6587790000,9,8,4,3,8,9,5,5,7,8,7,6,9,0,4,4,6,5,,1,Divided,744 sqft,1967,Garage (1),62,32957,2,4688,9,43.0,20.0,9.0,12.0,15.0,35.0,31.0,14.0,12.0,8.0,38.0,46.0,16.0,48.0,52.0,27.0,44.0,16.0,5.0,6.0,1.0,15.0,16.0,17.0,52.0,0.0,45.0,16.0,21.0,6.0,11.0,54.0,46.0,17.0,59.0,24.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
167,Condominium house for sale,"3206, Rue Claude-Jodoin, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus","$718,700",45.5473340000,-73.5663960000,9,5,9,4,10,8,9,6,10,9,9,9,4,4,7,7,7,6,3,,Divided,,2002,Garage (1),71,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,Above-ground,Basement 6 feet or +,(1,,Attached,,,,,,,,,,,,,,,
168,Condo for sale,"2604, Avenue Charlemagne, apt. 101, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$299,000",45.5515720000,-73.5505510000,9,6,5,6,10,9,9,9,10,8,9,8,9,5,5,5,6,4,2,1,Divided,681 sqft,2013,,77,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
169,Condo for sale,"2060, Avenue Aird, apt. 101, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$369,000",45.5558660000,-73.5390560000,9,6,6,7,8,10,10,10,10,6,7,7,9,6,5,4,6,9,2,1,Divided,957 sqft,2002,Driveway (1),69,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
170,Condo for sale,"3549, Rue des Outardes, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$879,000",45.5102850000,-73.7319850000,7,9,10,3,8,1,5,4,4,6,4,4,1,0,2,1,2,8,3,1,Divided,,2012,Garage (2),9,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Basement 6 feet or +,,1,,,,,,203 sqft,,,,,,,,,,
171,Condo for sale,"3985, Rue Saint-Hubert, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$624,900",45.5222189000,-73.5733578300,9,4,7,8,10,10,10,8,10,10,9,10,10,7,10,10,10,5,2,1,Divided,"1,068 sqft",1992,Driveway (1),93,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
172,Condo for sale,"6900, boulevard Gouin Est, apt. 1508, Montréal (Montréal-Nord)","$410,000",45.6284461300,-73.6195985800,,,,,,,,,,,,,,,,,,9,3,1,Divided,"1,204 sqft",1982,Garage (1),27,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",,,1,,,,,Fireplace - Other,,,,,,,,,,,
173,Condo for sale,"5780, Rue Sherbrooke Est, apt. 503, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$369,000",45.5743660000,-73.5479400000,8,7,1,6,7,9,6,9,8,8,9,7,9,4,4,4,6,5,2,1,Divided,723 sqft,2017,,73,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,
174,Condo for sale,"5272, 9e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$449,000",45.5493930000,-73.5732640000,10,4,7,7,10,10,10,6,10,9,9,10,6,6,8,9,7,5,2,1,Undivided,,1929,,88,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,"1,090 sqft",,,,,,,,,,
175,Condo for sale,"4413, Rue Parthenais, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$355,000",45.5360360000,-73.5697740000,10,3,8,9,10,10,10,8,10,10,9,10,9,7,10,10,9,4,2,1,Undivided,855 sqft,1910,,92,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,Fireplace - Other,,,,,,,,,,,
176,Condo for sale,"2095, Avenue Papineau, apt. 502, Montréal (Ville-Marie), Neighbourhood Central","$649,000",45.5271157700,-73.5616981200,10,7,2,5,10,10,10,8,10,10,10,10,8,6,10,10,10,6,3,,Divided,,2016,Garage (1),81,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,"1,575 sqft",,,,,,,,,,
177,Condo for sale,"2100, boulevard Saint-Laurent, apt. 208, Montréal (Ville-Marie), Neighbourhood Central","$299,000",45.5120770200,-73.5688291400,7,5,1,4,10,10,9,9,10,10,10,10,10,7,10,10,10,4,,1,Divided,500 sqft,2019,,94,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
178,Condominium house for sale,"2028, Avenue de l'Église, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard","$668,200",45.4632926700,-73.5909654700,9,6,8,8,9,8,9,10,10,8,8,8,7,5,5,5,6,8,3,1,Divided,,1987,Garage (1),63,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1,Attached,,,,Wood fireplace,,,,,,,,,,,
179,Condo for sale,"6801, boulevard des Roseraies, apt. 100, Montréal (Anjou)","$249,000",45.5971330000,-73.5554150000,9,8,4,5,8,8,5,6,7,8,7,6,5,0,4,3,6,5,,1,Divided,822 sqft,1991,Garage (1),65,42796,2,3103,10,45.0,26.0,10.0,12.0,7.0,38.0,31.0,13.0,12.0,7.0,38.0,41.0,21.0,44.0,56.0,15.0,49.0,16.0,10.0,10.0,1.0,8.0,9.0,65.0,18.0,0.0,25.0,17.0,23.0,14.0,20.0,66.0,34.0,76.0,8.0,16.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
180,Condo for sale,"5782, Avenue Pierre-De Coubertin, apt. 5, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$275,000",45.5719047300,-73.5405091700,10,7,9,5,8,6,7,8,8,7,8,6,8,4,4,4,5,6,2,1,Divided,779 sqft,2014,,65,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
181,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 3907, Montréal (Ville-Marie), Neighbourhood Central West","$759,000",45.4959880000,-73.5693040000,8,5,0,3,10,9,4,10,9,10,10,10,7,6,10,10,10,5,2,,Divided,809 sqft,2016,Garage (1),91,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,Heated,,,,,,,,,,,,,,,,,,,
182,Condo for sale,"2000, Rue des Bassins, apt. 523, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$375,000",45.4888350000,-73.5627770000,8,6,9,3,10,9,9,6,10,10,9,10,3,6,8,8,9,4,,1,Divided,650 sqft,2018,,70,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
183,Condo for sale,"6627, Rue Chambord, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$479,000",45.5410720000,-73.6015320000,10,4,7,8,9,10,10,8,10,10,9,10,8,6,9,8,9,5,2,1,Undivided,,Unknown age,,84,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,970 sqft,,,,,,,,,,
184,Condo for sale,"2189, boulevard Thimens, apt. 302, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$489,000",45.5108700000,-73.6975560000,8,10,4,3,10,8,8,6,6,7,8,6,8,0,3,3,5,7,2,1,Divided,"1,218 sqft",2010,Garage (2),32,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
185,Condominium house for sale,"19, Rue Provost, Montréal (Lachine), Neighbourhood East","$520,000",45.4418660000,-73.6638990000,10,10,8,4,8,6,2,10,6,5,7,6,4,4,3,4,5,8,3,,Divided,,2018,Garage (2),34,44489,7,2498,9,48.0,22.0,10.0,12.0,9.0,40.0,29.0,14.0,11.0,5.0,35.0,41.0,24.0,43.0,57.0,44.0,27.0,9.0,7.0,7.0,6.0,15.0,10.0,70.0,6.0,0.0,27.0,16.0,23.0,13.0,21.0,77.0,23.0,59.0,30.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Basement 6 feet or +,,1,Attached,,,,,,,,,,,,,,,
186,Condo for sale,"1225, boulevard Robert-Bourassa, apt. 1505, Montréal (Ville-Marie), Neighbourhood Central West","$599,000",45.5027621200,-73.5686588800,9,8,2,3,10,10,5,10,10,10,10,10,9,6,10,10,10,4,,1,Divided,617 sqft,2013,Garage (1),98,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Indoor","Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
187,Condominium house for sale,"58, Terrasse les Hautvilliers, Montréal (Outremont)","$1,219,000",45.5140730000,-73.6070960000,8,5,4,10,9,8,5,5,9,10,9,10,9,4,7,7,9,8,4,,Divided,,1977,Garage (2),64,23954,2,6254,6,29.0,19.0,9.0,15.0,27.0,33.0,30.0,14.0,13.0,10.0,34.0,50.0,16.0,54.0,46.0,73.0,16.0,4.0,4.0,2.0,1.0,8.0,14.0,59.0,19.0,0.0,59.0,14.0,15.0,3.0,10.0,74.0,26.0,61.0,19.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Basement 6 feet or +,,,Attached,"1,959 sqft",,,,,,,2,,,,,,,
188,Condo for sale,"500, Avenue Mousseau-Vermette, apt. 434, Dorval, Neighbourhood South East","$364,900",45.4476090300,-73.7282114200,10,10,6,6,6,5,3,6,4,4,5,4,10,0,2,2,6,4,,1,Divided,751 sqft,2015,Garage (1),39,18980,4,908,6,37.0,24.0,10.0,16.0,13.0,37.0,31.0,14.0,13.0,6.0,39.0,43.0,18.0,60.0,40.0,47.0,28.0,9.0,5.0,5.0,7.0,47.0,6.0,37.0,9.0,0.0,33.0,20.0,25.0,10.0,12.0,74.0,26.0,29.0,58.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
189,Condo for sale,"2049A, Rue Baldwin, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$349,900",45.6135150000,-73.5565060000,9,7,4,5,7,9,6,6,7,7,8,6,2,2,4,4,6,7,2,,Divided,763 sqft,2019,Driveway (1),41,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,,,,,,,,,,,
190,Condo for sale,"1449, Rue Saint-Alexandre, apt. 205, Montréal (Ville-Marie), Neighbourhood Central","$445,000",45.5059460000,-73.5686190000,8,5,2,5,10,10,7,10,10,10,10,10,8,7,10,10,10,6,2,1,Divided,788 sqft,1928,,99,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
191,Condo for sale,"1500, Rue des Bassins, apt. 708, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$670,000",45.4894173300,-73.5611676700,8,6,9,3,10,9,9,6,10,10,9,10,3,6,8,8,9,8,2,,Divided,923 sqft,2013,Garage (1),68,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,Elevator,,,,,,,,,,,,,,,,,,
192,Condo for sale,"1155, Rue de la Montagne, apt. 3401A, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$4,000,000",45.4969739400,-73.5726594900,6,6,0,5,10,10,4,8,10,10,10,10,8,7,10,10,10,10,3,,Divided,"2,802 sqft",2017,Garage (2),97,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3,Indoor,,,,,,,,,,,,,,,,,,,
193,Condo for sale,"4400, boulevard Champlain, apt. 318, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$269,000",45.4602233000,-73.5784946000,10,6,8,7,9,10,9,6,10,8,8,8,6,5,5,4,5,5,,1,Divided,826 sqft,1990,Driveway (1),72,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",Elevator,,,,,,1,,,,,,,,,,,,
194,Condo for sale,"2264, Rue Victoria, apt. 1, Montréal (Lachine), Neighbourhood East","$240,000",45.4360750000,-73.6845720000,8,8,8,5,10,9,8,6,7,5,5,5,6,5,3,4,6,4,,1,Divided,678 sqft,2012,Driveway (1),57,44489,7,2498,9,48.0,22.0,10.0,12.0,9.0,40.0,29.0,14.0,11.0,5.0,35.0,41.0,24.0,43.0,57.0,44.0,27.0,9.0,7.0,7.0,6.0,15.0,10.0,70.0,6.0,0.0,27.0,16.0,23.0,13.0,21.0,77.0,23.0,59.0,30.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,2,,,,,,,,
195,Condo for sale,"7587, Rue André-Arnoux, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$315,000",45.6283670000,-73.5987660000,8,8,8,4,7,9,5,6,6,5,5,5,1,0,3,4,5,5,2,1,Divided,985 sqft,2009,Garage (1),48,106743,0,2515,7,38.0,25.0,12.0,17.0,8.0,28.0,32.0,17.0,15.0,8.0,34.0,43.0,23.0,64.0,36.0,13.0,28.0,31.0,14.0,11.0,3.0,26.0,24.0,47.0,3.0,0.0,16.0,17.0,25.0,18.0,24.0,76.0,24.0,71.0,16.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
196,Condo for sale,"11015, boulevard Cavendish, apt. 1203, Montréal (Saint-Laurent), Neighbourhood Others","$429,000",45.4996620400,-73.7014705800,5,9,4,3,9,9,6,5,8,10,9,7,7,0,3,3,6,5,2,,Divided,"1,089 sqft",1981,Garage (1),56,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,Inground,Elevator,,,,,,,,,,,,,,,,,,
197,Condo for sale,"6745, boulevard Maurice-Duplessis, apt. 611, Montréal (Montréal-Nord)","$259,000",45.6178231700,-73.6140937800,9,9,4,4,9,9,5,10,8,6,8,6,8,0,4,3,5,6,2,1,Divided,822 sqft,2012,Garage (1),51,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
198,Condo for sale,"1070, Rue Berri, apt. 35, Montréal (Ville-Marie), Neighbourhood Central","$419,000",45.5132980500,-73.5570834900,4,6,3,4,10,10,9,10,10,10,10,10,5,7,10,10,10,7,,1,Divided,,1987,,91,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,675 sqft,,,,,,,,,,
