,address,lat,long,price,total_area,restaurants,vibrant,cycling_friendly,historic,parks,groceries,pedestrian_friendly,transit_friendly,greenery,year_built,unemployment_rate_2016_,bathrooms,powder_rooms,river_proximity,has_pool,has_garage
722,"1310, boulevard René-Lévesque Ouest, apt. 2705, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.49680097,-73.57185483,865000,984.0,10.0,10.0,5.0,7.0,10,10.0,10.0,10.0,3.0,2018.0,10,2.0,0.0,False,True,True
723,"133, Rue Saint-Philippe, apt. 2, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.474612,-73.582531,439000,929.0,10.0,7.0,10.0,6.0,10,10.0,10.0,9.0,6.0,2011.0,8,1.0,0.0,False,False,False
724,"2530, Place Michel-Brault, apt. 645, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",45.542214,-73.573966,479000,842.0,10.0,7.0,9.0,3.0,10,10.0,8.0,8.0,3.0,2015.0,8,2.0,0.0,False,False,True
725,"1170, Rue Montcalm, apt. 810, Montréal (Ville-Marie), Neighbourhood Village",45.517564,-73.554194,520000,652.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,5.0,2019.0,10,1.0,0.0,False,False,True
726,"4250, Rue Saint-Ambroise, apt. 120, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.47372109,-73.58158664,375000,588.0,10.0,7.0,10.0,6.0,10,10.0,10.0,9.0,4.0,2004.0,8,1.0,0.0,False,False,True
727,"185, Rue du Séminaire, apt. 1207, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.490915,-73.560779,400000,588.0,10.0,9.0,9.0,6.0,10,10.0,10.0,9.0,5.0,2013.0,8,1.0,0.0,False,True,True
728,"724, 2e Avenue, Montréal (Lachine), Neighbourhood East",45.4425094,-73.66579133,199000,404.0,5.0,3.0,2.0,4.0,8,6.0,6.0,7.0,4.0,2010.0,9,1.0,0.0,False,False,False
729,"936, Rue Roy Est, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.522153,-73.569898,460000,774.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,7.0,1885.0,8,1.0,0.0,False,False,False
730,"1450, Rue Parthenais, apt. 203, Montréal (Ville-Marie), Neighbourhood Central",45.526341,-73.550066,274000,469.0,10.0,9.0,10.0,6.0,10,10.0,10.0,10.0,4.0,2012.0,10,1.0,0.0,False,False,True
731,"40, Avenue Querbes, apt. 6, Montréal (Outremont)",45.517186,-73.597464,449000,870.0,10.0,10.0,9.0,6.0,8,10.0,10.0,9.0,8.0,1921.0,6,1.0,0.0,False,False,False
732,"1220, Rue Crescent, apt. 210, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.496505,-73.574928,578888,844.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2015.0,10,2.0,0.0,False,False,False
733,"6740, Avenue De Gaspé, apt. 202, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy",45.533748,-73.611216,588000,901.0,10.0,9.0,10.0,6.0,10,10.0,10.0,9.0,6.0,2003.0,8,1.0,0.0,False,False,True
734,"1225, Rue Notre-Dame Ouest, apt. 221, Montréal (Ville-Marie), Neighbourhood Central",45.49377156,-73.5643898,309000,527.0,10.0,10.0,9.0,6.0,10,10.0,10.0,10.0,3.0,2005.0,10,1.0,0.0,False,False,True
735,"8855, boulevard Perras, apt. 101, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",45.64706792,-73.58210818,180000,973.0,4.0,2.0,5.0,0.0,7,9.0,5.0,6.0,6.0,1986.0,7,1.0,0.0,False,False,True
736,"4400, boulevard Champlain, apt. 504, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",45.460223,-73.578495,369000,1107.0,8.0,5.0,9.0,5.0,9,10.0,10.0,8.0,7.0,1955.0,8,1.0,0.0,False,True,False
737,"185, Rue du Séminaire, apt. 1106, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.490915,-73.560779,350000,572.0,10.0,9.0,9.0,6.0,10,10.0,10.0,9.0,5.0,2013.0,8,1.0,0.0,False,False,True
738,"16689, boulevard de Pierrefonds, apt. 102, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",45.471788,-73.873518,205000,844.0,4.0,2.0,5.0,4.0,6,4.0,4.0,4.0,6.0,2006.0,8,1.0,0.0,False,False,False
739,"16699, boulevard de Pierrefonds, apt. 101, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",45.471635,-73.873579,205000,957.0,4.0,2.0,5.0,4.0,6,4.0,4.0,4.0,6.0,2006.0,8,1.0,0.0,False,False,False
740,"1310, boulevard René-Lévesque Ouest, apt. 1101, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.496628,-73.572402,859000,988.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2018.0,10,2.0,0.0,False,False,True
741,"4455, Rue Fabre, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.531311,-73.575013,369000,783.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,8.0,1926.0,8,1.0,0.0,False,False,False
742,"5445, Rue de Meudon, apt. 909, Montréal (Saint-Léonard)",45.581921,-73.584406,269000,668.0,8.0,5.0,4.0,0.0,9,9.0,10.0,8.0,6.0,2013.0,11,1.0,0.0,False,False,True
743,"1081, Rue Saint-Urbain, apt. 204, Montréal (Ville-Marie), Neighbourhood Central",45.507594,-73.561611,449000,827.0,10.0,10.0,7.0,7.0,10,10.0,10.0,10.0,4.0,1985.0,10,1.0,0.0,False,False,True
744,"7317, Avenue Victoria, apt. 306, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.499672,-73.648557,569000,1231.0,8.0,4.0,4.0,1.0,9,9.0,9.0,9.0,5.0,2013.0,11,2.0,0.0,False,True,True
745,"4830, Rue Hochelaga, apt. 6, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",45.560318,-73.542848,399700,1124.0,7.0,5.0,10.0,4.0,10,9.0,9.0,9.0,6.0,2001.0,9,1.0,0.0,False,False,True
746,"3145, Avenue Linton, apt. 10, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.5046475,-73.62779605,209999,680.0,9.0,5.0,6.0,3.0,10,9.0,10.0,9.0,7.0,1949.0,11,1.0,0.0,False,False,False
747,"200, Avenue des Sommets, apt. 1007, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.450053,-73.54818,489900,882.0,3.0,1.0,7.0,0.0,9,2.0,3.0,5.0,6.0,2004.0,8,1.0,1.0,False,True,True
748,"2470, Rue Logan, Montréal (Ville-Marie), Neighbourhood Central",45.530343,-73.549008,309000,1095.0,10.0,8.0,10.0,7.0,10,9.0,10.0,9.0,6.0,2003.0,10,1.0,0.0,False,False,False
749,"7251, Avenue de l'Alsace, apt. 202, Montréal (Anjou)",45.605887,-73.581523,199900,726.0,6.0,3.0,4.0,0.0,7,9.0,7.0,6.0,4.0,1984.0,10,1.0,0.0,False,False,True
750,"100, Rue André-Prévost, apt. 806, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.44918277,-73.56007158,745000,1105.0,2.0,1.0,6.0,0.0,6,1.0,3.0,2.0,4.0,2013.0,8,2.0,0.0,True,True,True
751,"460, 19e Avenue, apt. 412, Montréal (Lachine), Neighbourhood East",45.43724964,-73.68107837,470000,1040.0,5.0,3.0,7.0,5.0,9,9.0,7.0,5.0,7.0,2012.0,9,1.0,0.0,False,False,True
752,"5634, Rue De La Roche, apt. 4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",45.534807,-73.593007,374900,703.0,10.0,9.0,10.0,6.0,10,10.0,10.0,9.0,6.0,2013.0,8,1.0,0.0,False,False,False
753,"5972, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",45.525811,-73.606692,499000,813.0,10.0,9.0,10.0,6.0,10,9.0,10.0,9.0,8.0,1910.0,8,1.0,0.0,False,False,False
754,"1010, Rue William, apt. 621, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.495347,-73.559857,385000,559.0,10.0,10.0,9.0,6.0,9,10.0,10.0,10.0,4.0,2012.0,8,1.0,0.0,False,True,False
755,"4368, Rue Marquette, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.53134533,-73.57361193,695000,1208.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,8.0,1910.0,8,2.0,0.0,False,False,False
756,"6455, boulevard De Maisonneuve Ouest, apt. 2, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.46281917,-73.62497583,288000,854.0,7.0,5.0,5.0,4.0,8,10.0,9.0,8.0,8.0,2000.0,11,1.0,0.0,False,False,False
757,"3964, Rue Claude-Mouton, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Rosemont North",45.560703,-73.578055,495000,1220.0,8.0,5.0,7.0,4.0,9,9.0,10.0,8.0,5.0,1997.0,8,1.0,1.0,False,False,False
758,"2522, Rue Lacordaire, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",45.5710803,-73.53770592,374800,1128.0,6.0,4.0,6.0,4.0,10,5.0,7.0,7.0,7.0,2015.0,9,2.0,0.0,False,False,False
759,"3940, Rue de Mentana, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.523075,-73.571773,565000,1096.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,8.0,1915.0,8,1.0,0.0,False,False,False
760,"7060, Rue Hutchison, apt. 220, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Parc-Extension",45.529135,-73.621014,299000,720.0,10.0,8.0,8.0,5.0,9,10.0,10.0,10.0,5.0,2006.0,11,1.0,0.0,False,False,False
761,"5113, Avenue Papineau, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.535973,-73.580666,399000,907.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,5.0,2001.0,8,1.0,0.0,False,False,False
762,"752, Avenue Davaar, Montréal (Outremont)",45.516868,-73.616223,889000,1723.0,10.0,7.0,7.0,5.0,10,9.0,10.0,9.0,9.0,1922.0,6,1.0,1.0,False,False,False
763,"151, Rue de la Rotonde, apt. 2706, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.47435035,-73.53930451,549990,750.0,6.0,3.0,5.0,0.0,8,6.0,5.0,6.0,3.0,2020.0,8,1.0,0.0,False,False,True
764,"4821, boulevard Saint-Laurent, apt. 305B, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",45.521813,-73.589598,350000,618.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,5.0,2005.0,8,1.0,0.0,False,False,False
765,"5780, Rue Sherbrooke Est, apt. 503, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",45.574366,-73.54794,389000,723.0,7.0,4.0,6.0,4.0,7,9.0,8.0,9.0,6.0,2017.0,9,1.0,0.0,False,False,False
766,"6501, boulevard Maurice-Duplessis, apt. 502, Montréal (Montréal-Nord)",45.61705485,-73.61558692,259900,812.0,6.0,4.0,5.0,0.0,9,9.0,8.0,8.0,7.0,2013.0,12,1.0,0.0,False,False,True
767,"2125, Rue Remembrance, apt. 321, Montréal (Lachine), Neighbourhood East",45.43739,-73.684055,588000,1336.0,5.0,3.0,7.0,4.0,8,9.0,7.0,5.0,4.0,2012.0,9,1.0,0.0,False,False,True
768,"2129, Rue du Borée, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",45.516741,-73.711628,649700,1437.0,5.0,2.0,5.0,0.0,7,6.0,5.0,5.0,2.0,2015.0,10,2.0,0.0,False,False,True
769,"4539, Rue Drolet, apt. 2, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",45.52401,-73.584458,414800,843.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,5.0,1998.0,8,1.0,0.0,False,False,False
770,"5767A, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",45.52498807,-73.60361113,573000,1256.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,7.0,1919.0,8,1.0,0.0,False,False,False
771,"4923, Rue Jean-Talon Ouest, apt. 511, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.49796808,-73.64916006,358000,551.0,8.0,4.0,3.0,0.0,8,9.0,9.0,9.0,4.0,2015.0,11,1.0,0.0,False,True,True
772,"671, Avenue Querbes, Montréal (Outremont)",45.522396,-73.608351,739000,1429.0,10.0,9.0,9.0,7.0,10,10.0,10.0,9.0,8.0,1913.0,6,2.0,0.0,False,False,False
773,"1222, Rue des Bassins, apt. 1407, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49139223,-73.55842109,299000,420.0,10.0,8.0,10.0,5.0,10,10.0,10.0,9.0,3.0,2020.0,8,1.0,0.0,False,False,False
774,"2000, boulevard René-Lévesque Ouest, apt. 1004, Montréal (Ville-Marie), Neighbourhood Central West",45.489532,-73.578687,409000,460.0,10.0,10.0,4.0,7.0,10,9.0,9.0,10.0,7.0,2019.0,10,1.0,0.0,False,False,False
775,"2500, Avenue Pierre-Dupuy, apt. 202, Montréal (Ville-Marie), Neighbourhood Cité du Havre",45.497218,-73.544341,560000,1440.0,9.0,4.0,7.0,0.0,9,4.0,7.0,7.0,4.0,1989.0,10,1.0,1.0,True,True,True
776,"1222, Rue des Bassins, apt. 1409, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49131702,-73.55846401,329000,467.0,10.0,8.0,10.0,5.0,10,10.0,10.0,9.0,7.0,2020.0,8,1.0,0.0,False,False,False
777,"1222, Rue des Bassins, apt. 1401, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49139223,-73.55844255,415000,580.0,10.0,8.0,10.0,5.0,10,10.0,10.0,9.0,7.0,2020.0,8,1.0,0.0,False,False,False
778,"2530, Place Michel-Brault, apt. 420, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",45.54224406,-73.57362268,269000,490.0,10.0,7.0,9.0,3.0,10,10.0,8.0,8.0,3.0,2015.0,8,1.0,0.0,False,False,False
779,"4780, Rue Fullum, apt. 301, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.538872,-73.573473,549000,860.0,10.0,9.0,10.0,6.0,10,10.0,10.0,9.0,5.0,2011.0,8,2.0,0.0,False,False,False
780,"1222, Rue des Bassins, apt. 1301, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49142231,-73.55844255,409000,580.0,10.0,8.0,10.0,5.0,10,10.0,10.0,9.0,7.0,2020.0,8,1.0,0.0,False,False,False
781,"1414, Rue Villeray, apt. 304, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",45.549108,-73.616087,299000,538.0,9.0,8.0,8.0,2.0,8,10.0,10.0,9.0,6.0,2011.0,11,1.0,0.0,False,False,True
782,"2530, Place Michel-Brault, apt. 119, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",45.542214,-73.573966,439000,992.0,10.0,7.0,9.0,3.0,10,10.0,8.0,8.0,3.0,2015.0,8,1.0,1.0,False,False,False
783,"9100, Avenue Montesquieu, apt. 207, Montréal (Anjou)",45.603612,-73.581771,249000,898.0,6.0,4.0,5.0,0.0,8,8.0,7.0,6.0,7.0,1978.0,10,1.0,0.0,False,False,False
784,"1200, boulevard De Maisonneuve Ouest, apt. 14A, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.49985564,-73.57532935,1149000,1560.0,10.0,10.0,6.0,7.0,9,9.0,10.0,10.0,3.0,2006.0,10,2.0,0.0,False,True,True
785,"2535, Rue Fleury Est, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic East",45.576072,-73.647268,348000,1017.0,7.0,4.0,5.0,2.0,8,10.0,10.0,8.0,6.0,2002.0,10,1.0,0.0,False,False,True
786,"7172, Impasse de l'Eau-Vive, apt. 202, Montréal (Anjou)",45.608561,-73.587777,289900,829.0,6.0,3.0,4.0,0.0,7,9.0,6.0,6.0,6.0,1990.0,10,1.0,0.0,False,True,True
787,"194, Rue Gary-Carter, apt. 202, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",45.53337771,-73.62311465,577000,1211.0,10.0,7.0,9.0,5.0,10,9.0,10.0,9.0,7.0,2000.0,11,1.0,1.0,False,True,True
788,"248, Rue Corot, apt. 608, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.45890944,-73.54306237,585000,1320.0,4.0,2.0,9.0,0.0,9,7.0,5.0,4.0,8.0,1981.0,8,2.0,0.0,False,True,True
789,"3456, Rue Saint-André, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.520131,-73.567253,585000,1440.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,5.0,1905.0,8,1.0,0.0,False,False,False
790,"3581, Rue Dorion, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.53042275,-73.56546871,288000,587.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,8.0,1922.0,8,1.0,0.0,False,False,False
791,"215, Rue Charlevoix, apt. 201, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.48177396,-73.57412998,599000,1149.0,10.0,8.0,9.0,5.0,10,10.0,10.0,9.0,6.0,1990.0,8,2.0,0.0,False,False,True
792,"2487, Rue Champagne, Montréal (Ville-Marie), Neighbourhood Central",45.529723,-73.547154,299000,509.0,10.0,8.0,10.0,6.0,10,9.0,10.0,9.0,5.0,2010.0,10,1.0,0.0,False,False,False
793,"16265, Rue Eugénie-Tessier, apt. 302, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",45.696273,-73.489124,179900,790.0,4.0,2.0,6.0,2.0,9,8.0,4.0,5.0,5.0,2009.0,7,1.0,0.0,False,False,False
794,"2384, Rue Charles-Darwin, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",45.51221,-73.707115,388000,889.0,6.0,3.0,8.0,0.0,10,9.0,6.0,6.0,5.0,1998.0,10,1.0,0.0,False,False,True
795,"297, Rue du Shannon, apt. 505, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.495347,-73.559857,485000,650.0,10.0,10.0,9.0,6.0,9,10.0,10.0,10.0,4.0,2013.0,8,1.0,0.0,False,True,True
796,"1188, Rue Saint-Antoine Ouest, apt. 1101, Montréal (Ville-Marie), Neighbourhood Central",45.49557984,-73.56791385,499900,513.0,10.0,10.0,4.0,6.0,10,9.0,9.0,10.0,3.0,2019.0,10,1.0,0.0,False,True,False
797,"1000, Rue de la Commune Est, apt. 406, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.51399733,-73.54723634,879000,1406.0,10.0,8.0,7.0,3.0,9,8.0,6.0,9.0,4.0,1920.0,10,2.0,0.0,False,True,True
798,"1288, Avenue des Canadiens-de-Montréal, apt. 3903, Montréal (Ville-Marie), Neighbourhood Central West",45.49588271,-73.56992627,448844,527.0,10.0,10.0,4.0,6.0,10,9.0,9.0,10.0,3.0,2016.0,10,1.0,0.0,True,True,False
799,"1239, Rue Drummond, apt. 2205, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,550467,625.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
800,"1239, Rue Drummond, apt. 2105, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,511329,625.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
801,"1239, Rue Drummond, apt. 2209, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,460883,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
802,"1239, Rue Drummond, apt. 2208, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,460883,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
803,"1239, Rue Drummond, apt. 2207, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,464362,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
804,"1239, Rue Drummond, apt. 2203, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,460883,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
805,"1239, Rue Drummond, apt. 2202, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,460883,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
806,"1239, Rue Drummond, apt. 2109, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,456534,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
807,"225, Rue de la Montagne, apt. 622, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.492177,-73.560299,495000,831.0,10.0,9.0,10.0,5.0,10,10.0,10.0,9.0,6.0,2013.0,8,1.0,0.0,False,True,True
808,"1239, Rue Drummond, apt. 2108, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,456534,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
809,"1239, Rue Drummond, apt. 2107, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,460883,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
810,"7250, Avenue M.-B.-Jodoin, apt. 405, Montréal (Anjou)",45.60662,-73.58320134,189000,589.0,6.0,3.0,5.0,0.0,8,8.0,6.0,6.0,5.0,1986.0,10,1.0,0.0,False,False,False
811,"414, Rue Saint-Sulpice, apt. 219, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.504336,-73.555039,229000,519.0,10.0,10.0,7.0,10.0,10,10.0,10.0,10.0,4.0,2002.0,10,1.0,0.0,False,False,False
812,"1155, Rue de la Montagne, apt. 2109, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.496628,-73.572402,469000,491.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2016.0,10,1.0,0.0,False,False,False
813,"1239, Rue Drummond, apt. 2104, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,456534,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
814,"1239, Rue Drummond, apt. 2009, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,453055,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
815,"1239, Rue Drummond, apt. 2008, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,453055,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,True
816,"1239, Rue Drummond, apt. 2007, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,457404,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
817,"1239, Rue Drummond, apt. 1909, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,449598,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
818,"1239, Rue Drummond, apt. 1908, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,449598,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
819,"1239, Rue Drummond, apt. 1907, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,453925,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
820,"1239, Rue Drummond, apt. 1809, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,446300,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
821,"1239, Rue Drummond, apt. 1807, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,450446,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
822,"1239, Rue Drummond, apt. 1709, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,428984,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
823,"1239, Rue Drummond, apt. 1708, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,428984,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
824,"1239, Rue Drummond, apt. 1607, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.498127,-73.573638,399900,560.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2020.0,10,1.0,0.0,False,True,False
825,"1188, Rue Saint-Antoine Ouest, apt. 4905, Montréal (Ville-Marie), Neighbourhood Central",45.49521133,-73.56837519,839000,817.0,10.0,10.0,4.0,6.0,10,9.0,9.0,10.0,3.0,2019.0,10,2.0,0.0,False,False,True
826,"1700, Rue Viola-Desmond, apt. 414, Montréal (LaSalle)",45.44951309,-73.60619479,500475,1423.0,7.0,4.0,5.0,2.0,9,9.0,7.0,9.0,4.0,2019.0,10,2.0,0.0,False,True,True
827,"415, Rue Saint-Gabriel, apt. 105, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.506528,-73.553808,925000,1939.0,10.0,10.0,7.0,9.0,10,10.0,10.0,10.0,3.0,1910.0,10,1.0,0.0,False,False,True
828,"4366, Avenue d'Oxford, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.475465,-73.624693,676000,1224.0,9.0,5.0,5.0,6.0,8,10.0,10.0,9.0,9.0,1926.0,11,1.0,0.0,False,False,True
829,"720, boulevard Montpellier, apt. 109, Montréal (Saint-Laurent), Neighbourhood Others",45.519004,-73.669226,319000,961.0,6.0,3.0,4.0,2.0,7,9.0,6.0,7.0,7.0,1981.0,10,1.0,1.0,False,True,True
830,"4951, Rue Duchesneau, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",45.61122902,-73.53022911,259000,826.0,5.0,2.0,4.0,2.0,6,7.0,5.0,6.0,2.0,2011.0,9,1.0,0.0,False,False,False
831,"9100, Avenue Montesquieu, apt. 103, Montréal (Anjou)",45.603612,-73.581771,259000,950.0,6.0,4.0,5.0,0.0,8,8.0,7.0,6.0,7.0,1978.0,10,1.0,0.0,False,False,False
