,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,mr_distance
1919,3511,Condo for sale,"3591, boulevard Gouin Est, apt. 805, Montréal (Montréal-Nord)",349000,45.591601,-73.649763,6.0,6.0,3.0,6.0,9.0,3.0,8.0,10.0,10.0,9,2.0,9.0,6.0,8.0,6.0,7.0,5.0,1992.0,84234,0,7637,12,59,24,7,7,2,37,28,15,12,9,28,42,30,28,72,28,52,11,4,3,2,8,5,77,10,0,15,13,23,18,31,58,42,67.0,8.0,25.0,43.0,5.0,2.0,False,2.0,0.0,1075.0,1075.0,1075.0,False,True,1.0,True,10.481534125058888
1920,3512,Condo for sale,"370, Rue Saint-André, apt. 308, Montréal (Ville-Marie), Neighbourhood Old Montréal",519000,45.513311,-73.550495,10.0,10.0,10.0,8.0,5.0,7.0,6.0,3.0,3.0,9,10.0,10.0,8.0,10.0,10.0,10.0,4.0,2011.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,81.0,4.0,2.0,False,1.0,0.0,834.0,834.0,834.0,False,True,0.0,False,3.83551354886385
1921,3514,Condo for sale,"88, Rue Gary-Carter, apt. 218, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",405000,45.53512486,-73.62268455,10.0,10.0,7.0,9.0,6.0,5.0,3.0,8.0,6.0,10,6.0,9.0,6.0,10.0,8.0,9.0,7.0,2017.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,80.0,3.0,1.0,False,1.0,0.0,576.0,576.0,576.0,False,False,0.0,False,3.9013642139792437
1922,3516,Condo for sale,"100, Rue Berlioz, apt. 1701, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",439000,45.466726,-73.5384,5.0,5.0,2.0,8.0,9.0,0.0,8.0,4.0,1.0,7,2.0,9.0,6.0,5.0,6.0,6.0,8.0,1987.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,55.0,6.0,1.0,False,1.0,0.0,870.0,870.0,870.0,True,True,1.0,True,6.273656828481999
1923,3517,Condo for sale,"738, Rue Saint-Paul Ouest, apt. 1101, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",898000,45.498146,-73.559033,10.0,10.0,10.0,7.0,4.0,9.0,0.0,10.0,4.0,8,10.0,9.0,10.0,10.0,10.0,10.0,6.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,4.0,2.0,False,2.0,0.0,1133.0,1133.0,1133.0,False,True,1.0,True,3.127357056705608
1924,3518,Condo for sale,"1550, Rue des Bassins, apt. 401, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",674900,45.488835,-73.562777,10.0,10.0,8.0,9.0,6.0,6.0,9.0,8.0,3.0,10,8.0,9.0,6.0,10.0,9.0,9.0,3.0,2020.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,70.0,4.0,2.0,False,2.0,0.0,940.0,940.0,940.0,False,True,1.0,True,3.261560451675274
1925,3519,Condo for sale,"1375, Rue des Bassins, apt. 406, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",344000,45.49073789,-73.56034155,10.0,10.0,9.0,9.0,5.0,6.0,7.0,7.0,4.0,10,9.0,10.0,8.0,10.0,10.0,9.0,5.0,2017.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,75.0,3.0,1.0,False,1.0,0.0,463.0,463.0,463.0,False,True,0.0,False,3.3202143043169725
1926,3522,Condo for sale,"2308, Rue Hogan, Montréal (Ville-Marie), Neighbourhood Central",399000,45.536699,-73.555568,10.0,9.0,8.0,8.0,5.0,6.0,5.0,10.0,10.0,10,8.0,10.0,9.0,10.0,8.0,9.0,7.0,1915.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,80.0,6.0,3.0,False,1.0,0.0,990.0,990.0,990.0,False,False,0.0,False,4.87399718880867
1927,3523,Condo for sale,"28Z, Rue Notre-Dame Est, apt. 401, Montréal (Ville-Marie), Neighbourhood Old Montréal",899000,45.50664,-73.555054,10.0,10.0,10.0,7.0,6.0,10.0,4.0,6.0,3.0,10,10.0,10.0,9.0,10.0,10.0,10.0,5.0,1836.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,9.0,3.0,False,2.0,0.0,2606.0,2606.0,2606.0,False,False,0.0,False,3.3628639586463516
1928,3525,Condo for sale,"12493, Rue Ranger, Montréal (Ahuntsic-Cartierville), Neighbourhood Cartierville",219000,45.53426247,-73.72363653,6.0,6.0,3.0,5.0,8.0,4.0,9.0,10.0,9.0,7,4.0,8.0,8.0,7.0,6.0,7.0,8.0,1945.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,46.0,4.0,1.0,False,1.0,0.0,790.0,790.0,790.0,False,False,0.0,False,10.32304140829425
1929,3526,Condo for sale,"12491, Rue Ranger, Montréal (Ahuntsic-Cartierville), Neighbourhood Cartierville",319000,45.5342824,-73.723603,6.0,6.0,3.0,5.0,8.0,4.0,9.0,10.0,9.0,7,4.0,8.0,8.0,7.0,6.0,7.0,8.0,1945.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,46.0,6.0,3.0,False,1.0,0.0,1693.0,1693.0,1693.0,False,False,3.0,False,10.321274277918937
1930,3527,Condo for sale,"2710, Avenue Charlemagne, apt. 202, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",399000,45.552325,-73.552866,8.0,8.0,5.0,10.0,6.0,5.0,1.0,9.0,8.0,10,5.0,10.0,8.0,9.0,6.0,9.0,7.0,2003.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,73.0,7.0,2.0,False,1.0,0.0,984.0,984.0,984.0,False,False,1.0,True,6.374240052291977
1931,3529,Condo for sale,"300, Rue Ann, apt. 409, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",399900,45.495347,-73.559857,10.0,10.0,10.0,9.0,4.0,6.0,4.0,10.0,3.0,9,9.0,10.0,8.0,10.0,10.0,10.0,4.0,2012.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,84.0,5.0,1.0,False,1.0,0.0,515.0,515.0,515.0,False,True,1.0,True,3.151894351177739
1932,3530,Condo for sale,"1205, Rue MacKay, apt. 610, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",366000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,3.0,1.0,False,1.0,0.0,498.0,498.0,498.0,False,False,0.0,False,2.0550914075090208
1933,3531,Condo for sale,"210, Chemin du Golf, apt. 616, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",719000,45.46800424,-73.54777228,6.0,6.0,3.0,9.0,10.0,0.0,6.0,3.0,3.0,10,3.0,9.0,9.0,8.0,6.0,7.0,7.0,2004.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,56.0,6.0,3.0,False,2.0,0.0,1098.0,1098.0,1098.0,True,True,2.0,True,5.649365064927028
1934,3533,Condo for sale,"10, Allée des Brises-du-Fleuve, apt. 703, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",499000,45.46081794,-73.56124156,7.0,7.0,4.0,7.0,8.0,5.0,9.0,8.0,5.0,10,3.0,9.0,8.0,9.0,6.0,8.0,6.0,1998.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,76.0,7.0,2.0,False,1.0,0.0,906.0,906.0,906.0,False,True,1.0,True,5.649181599884301
1935,3537,Condo for sale,"1414, Rue Chomedey, apt. 432, Montréal (Ville-Marie), Neighbourhood Central West",359000,45.490749,-73.583543,10.0,10.0,10.0,5.0,4.0,7.0,3.0,10.0,10.0,10,10.0,10.0,9.0,10.0,10.0,10.0,5.0,2012.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,95.0,5.0,1.0,False,1.0,0.0,509.0,509.0,509.0,False,True,0.0,False,1.9092876489719672
1936,3539,Condo for sale,"11015, boulevard Cavendish, apt. 408, Montréal (Saint-Laurent), Neighbourhood Others",429000,45.500023,-73.701256,7.0,9.0,3.0,6.0,9.0,0.0,4.0,6.0,7.0,7,3.0,9.0,5.0,7.0,6.0,9.0,3.0,1982.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,52.0,6.0,3.0,False,2.0,0.0,1292.0,1292.0,1292.0,False,True,1.0,True,8.054880239206211
1937,3540,Condo for sale,"1171, Croissant du Collège, apt. 301, Montréal (LaSalle)",479000,45.437855,-73.602788,5.0,6.0,3.0,6.0,8.0,0.0,8.0,3.0,3.0,10,2.0,9.0,5.0,5.0,6.0,6.0,8.0,1987.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,23.0,7.0,3.0,False,1.0,0.0,1317.0,1317.0,1317.0,False,False,1.0,True,7.425911813735911
1938,3542,Condo for sale,"1940, Avenue des Érables, apt. 4, Montréal (Ville-Marie), Neighbourhood Central",349000,45.52840342,-73.55608625,10.0,10.0,10.0,10.0,5.0,7.0,6.0,9.0,10.0,10,9.0,10.0,9.0,10.0,9.0,9.0,7.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,84.0,5.0,2.0,False,1.0,0.0,802.0,802.0,802.0,False,False,0.0,False,4.212928460782517
1939,3544,Condo for sale,"5661, Avenue De Chateaubriand, apt. 414, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",369000,45.532204,-73.59552,10.0,10.0,10.0,10.0,3.0,6.0,4.0,9.0,9.0,10,9.0,10.0,9.0,9.0,10.0,10.0,4.0,2011.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,83.0,4.0,1.0,False,1.0,0.0,615.0,615.0,615.0,False,False,0.0,False,3.0807913072653474
1940,3545,Condo for sale,"650, Rue Notre-Dame Ouest, apt. 804, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",750000,45.50039308,-73.55969667,10.0,10.0,10.0,7.0,4.0,9.0,6.0,10.0,4.0,9,10.0,9.0,8.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,92.0,5.0,2.0,False,2.0,0.0,1142.0,1142.0,1142.0,False,True,1.0,True,3.0288399487906874
1941,3547,Condo for sale,"2055, Rue Harmony, apt. 4, Montréal (Ville-Marie), Neighbourhood Central",269000,45.530664,-73.556342,10.0,10.0,10.0,10.0,5.0,7.0,8.0,10.0,10.0,10,10.0,10.0,10.0,10.0,9.0,9.0,6.0,2020.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,5.0,1.0,False,1.0,0.0,583.0,583.0,583.0,False,False,0.0,False,4.3605606971119615
1942,3548,Condo for sale,"5365, Avenue Victoria, apt. 203, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",447000,45.49063321,-73.62855117,9.0,9.0,5.0,5.0,6.0,3.0,7.0,10.0,10.0,8,4.0,10.0,9.0,10.0,7.0,9.0,8.0,2001.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,81.0,6.0,2.0,False,1.0,0.0,842.0,842.0,842.0,False,False,1.0,True,2.8334781118308965
1943,3550,Condo for sale,"1450, boulevard René-Lévesque Ouest, apt. 1512, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",559000,45.494892,-73.574512,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,1.0,False,1.0,0.0,556.0,556.0,556.0,False,True,1.0,True,2.129750878915076
1944,3552,Loft / Studio for sale,"1192, Rue Beaudry, apt. 1, Montréal (Ville-Marie), Neighbourhood Village",799000,45.517869,-73.554176,10.0,10.0,10.0,10.0,4.0,7.0,3.0,7.0,4.0,10,10.0,10.0,6.0,10.0,10.0,10.0,5.0,1937.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,6.0,2.0,False,1.0,1.0,2043.0,2043.0,2043.0,False,False,1.0,False,3.7293054813861293
1945,3553,Condo for sale,"225, Rue de la Montagne, apt. 517, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",899900,45.492177,-73.560299,10.0,10.0,9.0,10.0,6.0,5.0,0.0,7.0,3.0,10,10.0,10.0,8.0,10.0,10.0,9.0,6.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,80.0,9.0,2.0,False,2.0,1.0,1610.0,1610.0,1610.0,False,True,1.0,True,3.2522234465555866
1946,3558,Condo for sale,"3535, Avenue Papineau, apt. 2705, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",499000,45.529408,-73.566471,10.0,10.0,10.0,10.0,7.0,6.0,1.0,9.0,8.0,10,10.0,10.0,6.0,10.0,10.0,9.0,9.0,1971.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,86.0,6.0,2.0,False,2.0,0.0,1471.0,1471.0,1471.0,False,True,1.0,True,3.702752849482959
1947,3559,Condo for sale,"1200, boulevard De Maisonneuve Ouest, apt. 9A, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",1060000,45.50326826,-73.57207313,10.0,10.0,10.0,6.0,6.0,7.0,4.0,10.0,10.0,9,10.0,10.0,8.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,99.0,8.0,3.0,False,2.0,0.0,1540.0,1540.0,1540.0,False,False,1.0,True,2.033696386327731
1948,3561,Condo for sale,"4751, Rue Joseph-A.-Rodier, apt. 609, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",445000,45.59555964,-73.53666912,5.0,7.0,2.0,3.0,10.0,0.0,5.0,5.0,7.0,8,3.0,6.0,6.0,5.0,4.0,7.0,6.0,2002.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,75.0,6.0,3.0,False,2.0,0.0,1357.0,1357.0,1357.0,False,True,1.0,True,11.192844681799036
1949,3562,Condo for sale,"3908A, Rue De Bullion, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",1198000,45.517336,-73.576287,10.0,10.0,10.0,10.0,3.0,7.0,8.0,10.0,8.0,10,10.0,10.0,8.0,10.0,10.0,9.0,8.0,1875.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,96.0,7.0,3.0,False,2.0,0.0,1961.0,1961.0,1961.0,False,False,0.0,False,2.2156803471976887
1950,3563,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 3603, Montréal (Ville-Marie), Neighbourhood Central",715000,45.49974334,-73.56289412,10.0,10.0,10.0,5.0,6.0,7.0,0.0,10.0,6.0,10,10.0,9.0,8.0,9.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,93.0,7.0,2.0,False,2.0,0.0,658.0,658.0,658.0,False,False,1.0,True,2.7957828520995656
1951,3565,Condo for sale,"6280, Rue Jarry Est, apt. 802, Montréal (Saint-Léonard)",749000,45.592825,-73.582957,7.0,8.0,4.0,3.0,9.0,3.0,3.0,8.0,2.0,8,4.0,8.0,8.0,8.0,5.0,7.0,4.0,2009.0,78305,3,5813,11,48,27,9,10,5,30,29,16,15,9,30,49,21,35,65,14,64,8,5,6,2,6,3,83,8,0,22,16,23,14,26,51,49,44.0,22.0,34.0,49.0,13.0,3.0,False,3.0,0.0,2143.0,2143.0,2143.0,False,False,2.0,True,9.88557201798333
1952,3566,Loft / Studio for sale,"415, Rue Saint-Gabriel, apt. 204, Montréal (Ville-Marie), Neighbourhood Old Montréal",399999,45.506528,-73.553808,10.0,10.0,10.0,7.0,5.0,9.0,5.0,5.0,3.0,10,10.0,10.0,8.0,10.0,10.0,10.0,3.0,1910.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,92.0,5.0,1.0,False,1.0,0.0,964.0,964.0,964.0,False,False,1.0,True,3.458932367534061
1953,3567,Condo for sale,"137, Rue Saint-Pierre, apt. 320, Montréal (Ville-Marie), Neighbourhood Old Montréal",689000,45.500779,-73.554723,10.0,10.0,10.0,7.0,5.0,10.0,5.0,7.0,3.0,10,10.0,10.0,6.0,10.0,10.0,9.0,4.0,1885.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,9.0,2.0,False,2.0,1.0,1478.0,1478.0,1478.0,False,False,0.0,False,3.4068486646307563
1954,3568,Condo for sale,"1450, boulevard René-Lévesque Ouest, apt. 2009, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",359000,45.49444076,-73.57368588,10.0,10.0,10.0,4.0,4.0,7.0,1.0,7.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,3.0,0.0,False,1.0,0.0,383.0,383.0,383.0,False,True,0.0,False,2.2106906666785653
1955,3569,Condo for sale,"190, Rue Murray, apt. 1406, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",499000,45.492463,-73.559196,10.0,10.0,9.0,10.0,5.0,5.0,0.0,8.0,3.0,10,9.0,10.0,9.0,10.0,10.0,9.0,4.0,2015.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,5.0,2.0,False,1.0,0.0,675.0,675.0,675.0,False,True,1.0,True,3.317282915428161
1956,3571,Condo for sale,"6900, Avenue d'Outremont, apt. 107, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Parc-Extension",329000,45.525331,-73.621427,10.0,10.0,8.0,7.0,6.0,4.0,5.0,8.0,4.0,9,6.0,10.0,9.0,10.0,8.0,9.0,4.0,2019.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,78.0,4.0,1.0,False,1.0,0.0,740.0,740.0,740.0,False,False,0.0,False,2.9391064501012125
1957,3572,Condo for sale,"1515, Avenue du Docteur-Penfield, apt. 705, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",699000,45.498307,-73.585448,10.0,10.0,10.0,6.0,6.0,6.0,3.0,9.0,10.0,10,9.0,10.0,8.0,10.0,10.0,10.0,7.0,1982.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,84.0,5.0,2.0,False,2.0,0.0,1301.0,1301.0,1301.0,False,True,1.0,True,1.2065953631497737
1958,3573,Condo for sale,"1050, Rue Drummond, apt. 2706, Montréal (Ville-Marie), Neighbourhood Central West",648800,45.497357,-73.571103,10.0,10.0,10.0,4.0,5.0,7.0,0.0,7.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,7.0,2.0,False,2.0,0.0,788.0,788.0,788.0,False,True,1.0,True,2.2515062934083705
1959,3576,Condo for sale,"474, Rue Garneau, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",445500,45.52827443,-73.58980532,10.0,10.0,10.0,10.0,2.0,6.0,6.0,10.0,8.0,10,10.0,10.0,6.0,10.0,10.0,10.0,5.0,2013.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,93.0,6.0,2.0,False,1.0,0.0,954.0,954.0,954.0,False,False,0.0,False,2.7153651814121287
1960,3577,Condo for sale,"1239, Rue Drummond, apt. 708, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",450000,45.498127,-73.573638,10.0,10.0,10.0,4.0,5.0,7.0,0.0,6.0,7.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2020.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,5.0,1.0,False,1.0,0.0,479.0,479.0,479.0,False,True,0.0,False,2.036416250428764
1961,3578,Condo for sale,"4400, Rue Becket, apt. 7, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",199900,45.473762,-73.870197,5.0,3.0,2.0,5.0,8.0,2.0,7.0,8.0,1.0,7,4.0,6.0,6.0,5.0,4.0,5.0,5.0,1991.0,69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,44.0,5.0,2.0,False,1.0,0.0,844.0,844.0,844.0,False,False,1.0,False,21.484965765588136
1962,3580,Condo for sale,"3911, boulevard Cavendish, apt. 4, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",285000,45.46460833,-73.63029775,7.0,8.0,5.0,6.0,8.0,4.0,4.0,9.0,9.0,8,4.0,10.0,8.0,10.0,6.0,9.0,8.0,1947.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,66.0,7.0,3.0,False,1.0,0.0,850.0,850.0,850.0,False,False,0.0,False,5.10207787616768
1963,3582,Condo for sale,"53, 2e Avenue, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",535000,45.45785647,-73.56454072,8.0,8.0,5.0,8.0,6.0,6.0,7.0,9.0,3.0,10,4.0,10.0,8.0,10.0,6.0,9.0,6.0,1925.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,81.0,5.0,3.0,False,1.0,0.0,1000.0,1000.0,1000.0,False,False,0.0,True,5.814894730394748
