,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,mr_distance
1226,2216,Condo for sale,"1614, Rue Atateken, Montréal (Ville-Marie), Neighbourhood Village",449900,45.518468,-73.55962,10.0,10.0,10.0,10.0,4.0,7.0,0.0,8.0,7.0,10,10.0,10.0,8.0,10.0,10.0,10.0,5.0,1990.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,6.0,1.0,False,1.0,0.0,1302.0,1302.0,1302.0,False,False,1.0,False,3.3741821869413875
1227,2217,Condo for sale,"1, Rue De Castelnau Ouest, apt. 501, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",479000,45.535161,-73.620361,10.0,10.0,9.0,10.0,6.0,6.0,5.0,10.0,6.0,10,8.0,10.0,9.0,10.0,9.0,10.0,4.0,2014.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,88.0,5.0,1.0,False,1.0,0.0,716.0,716.0,716.0,False,False,1.0,True,3.8193432573085646
1228,2218,Condo for sale,"6348, Rue Briand, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",295000,45.455458,-73.593628,8.0,8.0,5.0,8.0,5.0,5.0,9.0,10.0,10.0,10,6.0,10.0,8.0,10.0,6.0,9.0,7.0,1920.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,67.0,4.0,2.0,False,1.0,0.0,839.0,839.0,839.0,False,False,0.0,False,5.470701400893503
1229,2223,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1021, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",489000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,6.0,2.0,False,1.0,1.0,940.0,940.0,940.0,False,False,0.0,False,2.910640946670345
1230,2226,Condo for sale,"5972, 25e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont",349000,45.562829,-73.573882,8.0,8.0,5.0,8.0,6.0,4.0,4.0,10.0,10.0,10,5.0,10.0,9.0,10.0,5.0,8.0,7.0,1990.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,57.0,6.0,2.0,False,1.0,0.0,944.0,944.0,944.0,False,False,1.0,False,6.748637898542526
1231,2227,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1019, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",489000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,5.0,2.0,False,1.0,1.0,940.0,940.0,940.0,False,False,0.0,False,2.910640946670345
1232,2228,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1017, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",469000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,6.0,2.0,False,1.0,1.0,916.0,916.0,916.0,False,False,0.0,False,2.910640946670345
1233,2229,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1015, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",469000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,5.0,2.0,False,1.0,1.0,916.0,916.0,916.0,False,False,0.0,False,2.910640946670345
1234,2230,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1013, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",479000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,6.0,2.0,False,1.0,1.0,943.0,943.0,943.0,False,False,0.0,False,2.910640946670345
1235,2231,Condo for sale,"11285, Rue Tolhurst, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West",315000,45.54768481,-73.67795466,6.0,8.0,3.0,6.0,8.0,4.0,8.0,10.0,6.0,7,3.0,7.0,6.0,7.0,4.0,8.0,8.0,1983.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,48.0,5.0,1.0,False,1.0,0.0,719.0,719.0,719.0,False,False,1.0,False,7.854428446430391
1236,2232,Condo for sale,"1011 - 1021, Rue Saint-Ferdinand, apt. 1011, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",479000,45.478927,-73.590517,10.0,10.0,7.0,7.0,6.0,6.0,3.0,10.0,10.0,10,6.0,10.0,10.0,10.0,8.0,10.0,6.0,1915.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,5.0,2.0,False,1.0,1.0,943.0,943.0,943.0,False,False,0.0,False,2.910640946670345
1237,2233,Condo for sale,"3705, Avenue Dupuis, apt. 304-305, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",1095000,45.49782615,-73.62673097,9.0,9.0,5.0,5.0,5.0,4.0,3.0,10.0,10.0,8,6.0,10.0,8.0,10.0,8.0,9.0,8.0,2008.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,86.0,12.0,3.0,False,3.0,0.0,1686.0,1686.0,1686.0,False,False,2.0,True,2.3532583702531387
1238,2236,Condo for sale,"405, Rue de la Concorde, apt. 2505, Montréal (Ville-Marie), Neighbourhood Central",485000,45.507093,-73.570825,10.0,10.0,10.0,8.0,4.0,7.0,5.0,9.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,99.0,3.0,1.0,False,1.0,0.0,553.0,553.0,553.0,False,False,0.0,False,2.144459876820475
1239,2237,Condo for sale,"5230, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",569000,45.527642,-73.591537,10.0,10.0,10.0,10.0,5.0,6.0,0.0,10.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,6.0,1900.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,93.0,8.0,2.0,False,1.0,0.0,1221.0,1221.0,1221.0,False,False,1.0,False,2.6174339345002444
1240,2238,Condo for sale,"795, 1re Avenue, apt. 207, Montréal (Lachine), Neighbourhood East",264900,45.44360955,-73.66483199,5.0,5.0,2.0,2.0,10.0,4.0,0.0,9.0,3.0,7,4.0,5.0,8.0,4.0,4.0,5.0,2.0,1947.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,29.0,6.0,2.0,False,1.0,0.0,973.0,973.0,973.0,False,True,1.0,False,8.543984222861196
1241,2243,Condo for sale,"888, Rue Wellington, apt. 1201, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",379000,45.49645264,-73.55527759,10.0,10.0,9.0,9.0,5.0,7.0,0.0,9.0,3.0,10,9.0,9.0,10.0,10.0,10.0,10.0,5.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,8.0,1.0,False,1.0,0.0,517.0,517.0,517.0,False,True,0.0,False,3.457269006692064
1242,2245,Condo for sale,"4250, Rue Saint-Ambroise, apt. 416, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",389000,45.473533,-73.581533,10.0,10.0,5.0,10.0,6.0,6.0,8.0,8.0,7.0,10,6.0,10.0,4.0,10.0,7.0,9.0,5.0,2004.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,4.0,1.0,False,1.0,0.0,737.0,737.0,737.0,False,True,0.0,False,3.683631118178811
1243,2247,Condo for sale,"60, Rue William-Paul, apt. 307, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",445000,45.465669,-73.55194,5.0,5.0,3.0,9.0,10.0,0.0,8.0,3.0,3.0,10,2.0,9.0,10.0,6.0,5.0,6.0,7.0,1987.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,41.0,5.0,2.0,False,1.0,0.0,982.0,982.0,982.0,False,True,1.0,True,5.625837942649987
1244,2249,Condo for sale,"7700, Rue Bouvier, apt. 106, Montréal (LaSalle)",339000,45.431848,-73.612158,5.0,6.0,3.0,6.0,7.0,0.0,9.0,6.0,5.0,8,3.0,8.0,8.0,6.0,5.0,6.0,5.0,2018.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,42.0,6.0,2.0,False,1.0,0.0,739.0,739.0,739.0,False,False,1.0,True,8.15881522418572
1245,2250,Condo for sale,"7501, Avenue Mountain Sights, apt. 412, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",319000,45.49620749,-73.65129374,8.0,9.0,4.0,3.0,9.0,0.0,0.0,8.0,7.0,8,4.0,9.0,6.0,9.0,5.0,9.0,4.0,2012.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,59.0,5.0,1.0,False,1.0,0.0,589.0,589.0,589.0,False,True,1.0,True,4.248143753110123
1246,2253,Condo for sale,"6745, Rue Clark, apt. 302, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy",785000,45.53173771,-73.61339469,10.0,10.0,9.0,10.0,5.0,6.0,4.0,10.0,5.0,10,8.0,10.0,6.0,10.0,10.0,9.0,5.0,2018.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,91.0,12.0,3.0,False,2.0,0.0,1090.0,1090.0,1090.0,False,False,1.0,False,3.2486798406642774
1247,2254,Condo for sale,"366, Rue Mayor, apt. 703, Montréal (Ville-Marie), Neighbourhood Central",299000,45.506408,-73.568248,10.0,10.0,10.0,7.0,5.0,7.0,3.0,8.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2014.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,1.0,False,1.0,0.0,453.0,453.0,453.0,False,False,0.0,False,2.3357629511815046
1248,2255,Condo for sale,"176, Rue Villeneuve Est, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",769000,45.523368,-73.587437,10.0,10.0,10.0,10.0,2.0,7.0,8.0,10.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,5.0,2014.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,96.0,7.0,3.0,True,1.0,1.0,1352.0,1352.0,1352.0,False,False,0.0,False,2.250771902998844
1249,2260,Condo for sale,"1015, Rue William, apt. 305, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",515000,45.495617,-73.561031,10.0,10.0,10.0,9.0,5.0,7.0,4.0,10.0,4.0,9,9.0,10.0,8.0,10.0,10.0,10.0,3.0,2006.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,87.0,4.0,1.0,False,1.0,0.0,765.0,765.0,765.0,False,True,1.0,True,3.055598957750249
1250,2263,Condo for sale,"2190, Rue Préfontaine, apt. 301, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",398700,45.540783,-73.550348,9.0,8.0,7.0,9.0,5.0,6.0,7.0,9.0,7.0,8,7.0,9.0,8.0,10.0,7.0,9.0,8.0,1945.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,76.0,5.0,2.0,False,1.0,0.0,865.0,865.0,865.0,False,False,1.0,True,5.483428895808831
1251,2265,Condo for sale,"3536, Rue De Bullion, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",469000,45.514881,-73.570994,10.0,10.0,10.0,10.0,3.0,7.0,3.0,9.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,7.0,1875.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,94.0,8.0,2.0,False,1.0,0.0,900.0,900.0,900.0,False,False,0.0,False,2.4042879292092905
1252,2267,Condo for sale,"1225, Rue Notre-Dame Ouest, apt. 315, Montréal (Ville-Marie), Neighbourhood Central",369999,45.49353842,-73.56450781,10.0,10.0,10.0,9.0,5.0,6.0,5.0,9.0,5.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2004.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,4.0,2.0,False,1.0,0.0,730.0,730.0,730.0,False,False,0.0,False,2.8909195537556887
1253,2268,Condo for sale,"891, 7e Avenue, apt. 201, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",199000,45.6387345,-73.497268,4.0,4.0,3.0,8.0,8.0,3.0,9.0,9.0,7.0,6,4.0,7.0,8.0,5.0,5.0,4.0,5.0,2012.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,41.0,7.0,2.0,False,1.0,0.0,675.0,675.0,675.0,False,False,1.0,False,16.85844962959011
1254,2269,Condo for sale,"248, Rue Corot, apt. 508, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",585000,45.45871378,-73.54291217,4.0,4.0,2.0,9.0,8.0,0.0,7.0,9.0,1.0,9,1.0,7.0,5.0,5.0,3.0,4.0,8.0,1981.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,37.0,7.0,3.0,False,2.0,0.0,1320.0,1320.0,1320.0,False,True,1.0,True,6.670828663350064
1255,2270,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 4503, Montréal (Ville-Marie), Neighbourhood Central",668000,45.496189,-73.56771,10.0,10.0,10.0,6.0,4.0,6.0,0.0,9.0,7.0,10,10.0,9.0,8.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,7.0,2.0,False,2.0,0.0,657.0,657.0,657.0,False,True,1.0,True,2.545013087530549
1256,2273,Condo for sale,"1880, boulevard Guy-Bouchard, Montréal (LaSalle)",234900,45.444529,-73.60996,6.0,9.0,3.0,5.0,9.0,0.0,8.0,3.0,1.0,9,4.0,9.0,6.0,7.0,6.0,8.0,5.0,1997.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,51.0,4.0,1.0,True,1.0,0.0,600.0,600.0,600.0,False,False,2.0,False,6.738521706973868
1257,2274,Condo for sale,"2020, boulevard René-Lévesque Ouest, apt. 506, Montréal (Ville-Marie), Neighbourhood Central West",419000,45.489532,-73.578687,10.0,10.0,10.0,4.0,6.0,7.0,0.0,10.0,10.0,10,9.0,9.0,8.0,9.0,10.0,10.0,7.0,2020.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,4.0,1.0,False,1.0,0.0,390.0,390.0,390.0,False,True,0.0,False,2.254242483702472
1258,2275,Condo for sale,"2800, boulevard de la Côte-Vertu, apt. 405, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West",449900,45.500824,-73.698985,6.0,8.0,3.0,6.0,7.0,0.0,4.0,6.0,7.0,6,3.0,9.0,4.0,7.0,6.0,8.0,4.0,1990.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,43.0,9.0,2.0,False,2.0,0.0,1174.0,1174.0,1174.0,False,False,0.0,False,7.872992275799939
1259,2277,Condo for sale,"5661, Avenue De Chateaubriand, apt. 119, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",479000,45.53212506,-73.59544209,10.0,10.0,10.0,10.0,3.0,6.0,4.0,9.0,9.0,10,9.0,10.0,9.0,9.0,10.0,10.0,4.0,2011.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,83.0,5.0,2.0,False,1.0,0.0,649.0,649.0,649.0,False,False,0.0,False,3.072436180610566
1260,2278,Condo for sale,"400, Rue de l'Inspecteur, apt. 1022, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",429000,45.497297,-73.562426,10.0,10.0,10.0,7.0,4.0,7.0,1.0,10.0,5.0,10,10.0,10.0,8.0,9.0,10.0,10.0,4.0,2008.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,90.0,4.0,1.0,False,1.0,0.0,525.0,525.0,525.0,False,False,1.0,True,2.895425106451023
1261,2282,Condo for sale,"1315, boulevard De Maisonneuve Ouest, apt. 502, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",599000,45.498597,-73.577287,10.0,10.0,10.0,5.0,5.0,7.0,3.0,7.0,8.0,8,10.0,9.0,9.0,10.0,10.0,10.0,3.0,2004.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,2.0,False,2.0,0.0,1120.0,1120.0,1120.0,False,False,0.0,False,1.7525179028597395
1262,2283,Condo for sale,"30, Chemin Bates, apt. 603, Montréal (Outremont)",399000,45.518307,-73.623794,9.0,10.0,5.0,6.0,6.0,4.0,3.0,9.0,9.0,10,5.0,9.0,8.0,7.0,7.0,8.0,5.0,1936.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,68.0,4.0,1.0,False,1.0,0.0,910.0,910.0,910.0,False,False,0.0,False,2.518902070966735
1263,2284,Condo for sale,"5763, Rue Waverly, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",329000,45.525507,-73.603318,10.0,10.0,10.0,10.0,2.0,7.0,8.0,10.0,9.0,10,10.0,10.0,8.0,10.0,10.0,9.0,7.0,1910.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,93.0,3.0,1.0,False,1.0,0.0,516.0,516.0,516.0,False,False,0.0,False,2.36469296045
1264,2288,Condo for sale,"2010, Rue Montcalm, apt. 202, Montréal (Ville-Marie), Neighbourhood Central",315000,45.521153,-73.562767,10.0,10.0,10.0,10.0,3.0,7.0,1.0,9.0,9.0,10,10.0,10.0,6.0,10.0,10.0,10.0,7.0,1980.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,93.0,3.0,1.0,False,1.0,0.0,662.0,662.0,662.0,False,False,0.0,False,3.31465793612818
1265,2289,Condo for sale,"2010, Rue Montcalm, apt. 201, Montréal (Ville-Marie), Neighbourhood Central",325000,45.521153,-73.562767,10.0,10.0,10.0,10.0,3.0,7.0,1.0,9.0,9.0,10,10.0,10.0,6.0,10.0,10.0,10.0,7.0,1980.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,93.0,4.0,2.0,False,1.0,0.0,691.0,691.0,691.0,False,False,0.0,False,3.31465793612818
1266,2290,Condo for sale,"4981, Avenue Victoria, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",750000,45.48756331,-73.62208886,9.0,9.0,5.0,3.0,8.0,4.0,3.0,9.0,9.0,7,4.0,8.0,6.0,9.0,6.0,9.0,8.0,1928.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,63.0,9.0,3.0,False,2.0,0.0,2110.0,2110.0,2110.0,False,False,1.0,False,2.65809801535318
1267,2291,Condo for sale,"1310, boulevard René-Lévesque Ouest, apt. 706, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",589900,45.49692129,-73.57158661,10.0,10.0,10.0,5.0,7.0,7.0,2.0,7.0,8.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,4.0,1.0,False,1.0,0.0,663.0,663.0,663.0,False,True,1.0,True,2.234284784261467
1268,2293,Condo for sale,"9987, Avenue de Belleville, apt. 203, Montréal (Montréal-Nord)",249900,45.57871838,-73.6381751,7.0,7.0,4.0,4.0,7.0,2.0,7.0,9.0,9.0,8,3.0,9.0,8.0,9.0,6.0,8.0,3.0,2015.0,84234,0,7637,12,59,24,7,7,2,37,28,15,12,9,28,42,30,28,72,28,52,11,4,3,2,8,5,77,10,0,15,13,23,18,31,58,42,67.0,8.0,25.0,63.0,5.0,2.0,False,1.0,0.0,797.0,797.0,797.0,False,False,1.0,True,8.817118289116824
1269,2294,Condo for sale,"315, Rue Richmond, apt. 210, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",599900,45.48797606,-73.56551988,10.0,10.0,8.0,9.0,5.0,6.0,7.0,9.0,5.0,10,8.0,8.0,8.0,10.0,9.0,9.0,6.0,2019.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,74.0,7.0,2.0,False,1.0,0.0,780.0,780.0,780.0,False,True,1.0,True,3.138365919280999
1270,2296,Condo for sale,"630, Rue William, apt. 811, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",310000,45.499089,-73.556346,10.0,10.0,10.0,9.0,4.0,9.0,5.0,9.0,3.0,10,10.0,9.0,8.0,10.0,10.0,10.0,4.0,2007.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,2.0,1.0,False,1.0,0.0,501.0,501.0,501.0,False,False,1.0,True,3.310720711903977
