,title,address,price,lat,long,Restaurants,Shopping,Vibrant,Cycling friendly,Car friendly,Historic,Quiet,Elementary Schools,High Schools,Parks,Nightlife,Groceries,Daycares,Pedestrian friendly,Cafes,Transit friendly,Greenery,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),bathrooms,Pool,Additional features,walk_score,bedroom,Gross area,powder room,Building style,Lot area,Fireplace/Stove,in basement,Use of property,Number of units,Residential units,Main unit,Potential gross revenue,powder rooms,Intergenerational,Building area (at ground level),room,Available area,Residential unit,bedrooms in basement,Zoning,Parking (excluded from the price),bedroom in basement,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%)
5169,Condo for sale,"1650, Rue Sherbrooke Ouest, apt. 9N, Montréal (Ville-Marie), Neighbourhood Central West","$1,188,000",45.4956601200,-73.5824349800,10,10,10,5,4,7,2,7,10,9,10,10,9,10,10,10,3,6,2,,Divided,"1,516 sqft",2006,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor",,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,House for sale,"3005, Rue Matis, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent North","$539,000",45.5152129500,-73.7280592900,4,6,2,5,9,0,8,9,3,8,1,4,2,4,4,4,9,8,4,,,,1964,"Driveway (2), Garage (1)",98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,2,,Basement 6 feet or +,13,,,,"Two or more storey, Semi-detached","3,124 sqft",,,,,,,,,,,,,,,,,,,,,,
5171,Condo for sale,"260, Rue Sherbrooke Est, apt. 423, Montréal (Ville-Marie), Neighbourhood Central","$499,000",45.5151410000,-73.5682750000,10,10,10,10,6,7,3,9,9,10,10,10,10,10,10,10,5,6,2,1,Divided,,"1988, Century",Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,"Adapted for reduced mobility, Elevator",94,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,House for sale,"12703, Avenue Simon-Saladin, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$569,900",45.6562860000,-73.5769490000,4,4,2,4,8,2,10,6,5,7,1,5,6,4,4,4,4,13,3,,,,1991,"Driveway (2), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,2,,Basement 6 feet or +,17,,,1,"Two or more storey, Detached","4,652 sqft",Wood fireplace,,,,,,,,,,,,,,,,,,,,,
5173,Triplex for sale,"116 - 118A, Rue De La Gauchetière Ouest, Montréal (Ville-Marie), Neighbourhood Central","$1,500,000",45.5064080000,-73.5612930000,10,10,10,7,5,7,4,6,6,10,10,10,8,10,10,10,4,,,,,,Unknown age,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,97,,,,Attached,,,,Residential and commercial,"Residential (2), Commercial (1)","1 x 3 ½, 1 x 4 ½","3 rooms, 1 bedroom, 1 bathroom","$60,000",,,,,837 sqft,,,,,,,,,,
5174,Condo for sale,"3001, Rue Sherbrooke Ouest, apt. 401, Montréal (Ville-Marie), Neighbourhood Central West","$729,000",45.4910930000,-73.5881910000,10,10,9,5,7,6,0,8,8,10,9,9,10,10,10,10,7,6,3,,Divided,"1,364 sqft",1977,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,Condominium house for sale,"1610, Rue Stephens, apt. D, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$974,124",45.4459464600,-73.5894441700,6,7,3,8,7,0,8,10,10,10,3,8,6,6,4,7,7,8,4,,Divided,,"To be built, New",Driveway (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,,Basement 6 feet or +,42,,,1,Semi-detached,,Gas fireplace,(1,,,,,,,,,,,,,,,,,,,,
5176,Condo for sale,"405, Rue de la Concorde, apt. 3405, Montréal (Ville-Marie), Neighbourhood Central","$914,000",45.5070930000,-73.5708250000,10,10,10,8,4,7,5,9,9,10,10,10,8,10,10,10,3,7,2,,Divided,,2016,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,Elevator,99,,"1,060 sqft",1,,,,,,,,,,,,,,,,,,,,,,,,
5177,House for sale,"2525, Chemin Dutour, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$895,000",45.5188061400,-73.8685353900,3,1,1,5,10,1,9,1,0,8,0,0,0,1,0,1,8,13,3,,,,1983,"Driveway (6), Garage (3)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,2,"Heated, Inground, Indoor","Located on a river, Navigable body of water, Basement 6 feet or +",3,,,,"Bungalow, Detached","19,063 sqft","Fireplace - Other, Wood fireplace, Gas fireplace",(1,,,,,,,,,,,,,,,,,,,,
5178,Condo for sale,"60, Rue Berlioz, apt. 907, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$489,000",45.4651270000,-73.5391640000,5,5,3,8,9,0,10,5,1,8,2,9,6,6,6,5,6,4,,1,Divided,865 sqft,1986,Garage (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,"Heated, Inground, Indoor",Elevator,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,House for sale,"7550, Rue Béique, Montréal (Ahuntsic-Cartierville), Neighbourhood Bois de Saraguay","$889,000",45.5248490000,-73.7358420000,5,6,2,5,8,2,9,9,5,8,2,7,4,5,4,6,5,17,6,,,,1966,"Driveway (1), Garage (1)",134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,4,,,16,,,,"Bungalow, Detached","6,618 sqft",Wood fireplace,(3,,,,,,,,,,,,,,,,,,,,
5180,Triplex for sale,"1042 - 1046, Avenue Pratt, Montréal (Outremont)","$1,349,000",45.5161752700,-73.6248500000,9,10,5,5,5,4,9,10,10,10,5,8,10,10,7,8,9,,,,,,1957,"Driveway (2), Garage (2)",23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,,,Basement 6 feet or +,47,,,,Attached,"2,744 sqft",,,Residential only,Residential (3),3 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$33,540",,,,,,,,,,,,,,,
5181,Condo for sale,"405, Rue de la Concorde, apt. 3403, Montréal (Ville-Marie), Neighbourhood Central","$1,034,000",45.5070930000,-73.5708250000,10,10,10,8,4,7,5,9,9,10,10,10,8,10,10,10,3,7,2,,Divided,,2016,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,Elevator,99,,"1,087 sqft",1,,,,,,,,,,,,,,,,,,,,,,,,
5182,Condo for sale,"405, Rue de la Concorde, apt. 3401, Montréal (Ville-Marie), Neighbourhood Central","$1,380,000",45.5071496700,-73.5707351200,10,10,10,8,4,7,5,9,9,10,10,10,8,10,10,10,3,7,3,,Divided,,2016,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,Elevator,99,,"1,475 sqft",,,,,,,,,,,,,,,,,,,,,,,,,
5183,House for sale,"11321, Avenue Balzac, Montréal (Montréal-Nord)","$399,000",45.5974070000,-73.6350570000,6,6,4,5,6,2,8,10,9,7,4,9,10,10,6,7,5,9,5,1,,,1955,Driveway (3),84234,0,7637,12,59,24,7,7,2,37,28,15,12,9,28,42,30,28,72,28,52,11,4,3,2,8,5,77,10,0,15,13,23,18,31,58,42,67.0,8.0,25.0,,,Basement 6 feet or +,66,,,1,"Bungalow, Detached","4,799 sqft",,(2,,,,,,,,,,,,,,,,,,,,
5184,House for sale,"3808, 41e Avenue (P.-a.-T.), Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$399,000",45.6653780000,-73.5150910000,3,4,1,4,10,0,0,5,1,9,1,5,1,3,3,4,8,12,6,,,,1974,,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,2,,Basement 6 feet or +,26,,,,"Bungalow, Detached","4,000 sqft",Wood fireplace,(3,,,,,,,,,,,,,,,,,,,,
5185,Quadruplex for sale,"7534 - 7538, Rue Saint-Hubert, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$1,150,000",45.5431160000,-73.6188560000,10,10,9,10,5,6,2,9,8,9,10,10,10,10,9,9,4,,,,,,1926,,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,,,,83,,,,Attached,"2,175 sqft",,,Residential and commercial,"Residential (3), Commercial (1)","2 x 4 ½, 1 x 6 ½","4 rooms, 1 bedroom, 1 bathroom","$52,500",,,,,"2,100 sqft",,,,,,,,,,
5186,House for sale,"809, Rue Vinet, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$939,000",45.4866911800,-73.5784899800,10,10,9,6,4,6,1,8,8,10,9,10,6,10,10,10,9,11,3,,,,1900,,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,,,79,,,1,"Two or more storey, Detached","1,819 sqft",,,,,,,,,,,,,,,,,,,,,,
5187,House for sale,"1901, Avenue Clinton, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$1,888,000",45.5145078400,-73.6235902700,9,10,5,5,5,4,8,10,10,10,5,8,8,10,7,8,9,11,6,,,,1941,Driveway (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,3,,,54,,,1,"Two or more storey, Detached","5,413 sqft",,(1,,,,,,,,,,,,,,,,,,,,
5188,House for sale,"1901, Avenue Clinton, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$1,888,000",45.5145078400,-73.6235902700,9,10,5,5,5,4,8,10,10,10,5,8,8,10,7,8,9,11,6,,,,1941,Driveway (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,3,,,54,,,1,"Two or more storey, Detached","5,413 sqft",,(1,,,,,,,,,,,,,,,,,,,,
5189,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 2508, Montréal (Ville-Marie), Neighbourhood Central West","$799,900",45.4959750000,-73.5707480000,10,10,10,4,5,7,2,7,8,10,10,10,9,9,10,10,3,8,2,,Divided,873 sqft,2016,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,Indoor,Elevator,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,House for sale,"10764, Avenue de l'Hôtel-de-Ville, Montréal (Montréal-Nord)","$665,000",45.5908253300,-73.6345006800,7,7,4,5,7,2,9,10,7,7,4,10,8,10,6,8,4,15,7,,,,2015,Driveway (1),84234,0,7637,12,59,24,7,7,2,37,28,15,12,9,28,42,30,28,72,28,52,11,4,3,2,8,5,77,10,0,15,13,23,18,31,58,42,67.0,8.0,25.0,4,,Basement 6 feet or +,63,,,,"Two or more storey, Detached","4,491 sqft",,(2,,,,,,,,,,,,,,,,,,,,
5191,Triplex for sale,"12404 - 12408, Rue Trefflé-Berthiaume, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$799,900",45.6737480000,-73.5329100000,2,2,0,5,10,0,10,1,4,9,0,1,1,1,1,2,6,,,,,,2015,"Driveway (1), Garage (2)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,,,,,Semi-detached,"3,600 sqft",,,Residential only,Residential (3),"1 x 3 ½, 2 x 4 ½","3 rooms, 1 bedroom, 1 bathroom","$35,400",,,"1,269 sqft",,,,,,,,,,,,
5192,House for sale,"7, Place des Cageux, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$3,995,000",45.5158380000,-73.8967210000,1,2,0,5,9,2,10,0,0,8,0,0,2,1,0,1,4,20,5,,,,2012,"Driveway (8), Garage (2)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,6,"Heated, Inground","Located on a lake, Basement 6 feet or +",3,,,1,"Two or more storey, Detached","45,940 sqft",Gas fireplace,(1,,,,,,,,,,,,,,,,,,,,
5193,House for sale,"10191, Rue Thomas-Paine, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$639,000",45.6560270000,-73.5519330000,3,3,1,4,9,0,10,5,2,7,1,3,2,3,4,4,4,11,5,,,,2008,"Driveway (2), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,2,Inground,Basement 6 feet or +,8,,,1,"Two or more storey, Detached","4,386 sqft","Gas fireplace, Gas stove",,,,,,,,,,,,,,,,,,,,,
5194,Triplex for sale,"12403 - 12407, Rue Trefflé-Berthiaume, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$739,900",45.6737480000,-73.5329100000,2,2,0,5,10,0,10,1,4,9,0,1,1,1,1,2,6,,,,,,2015,"Driveway (1), Garage (2)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,,,,,Semi-detached,"3,600 sqft",,,Residential only,Residential (3),"1 x 3 ½, 2 x 5 ½","3 rooms, 1 bedroom, 1 bathroom","$35,400",,,"1,080 sqft",,,,,,,,,,,,
5195,Lot for sale,"boulevard Gouin Est, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$650,000",45.6699188000,-73.5517038300,4,3,1,4,9,2,9,8,7,8,0,3,6,3,1,4,5,,,,,,,,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,1,,,,,"17,000 sqft",,,,,,,,,,,,,,,Residential,,,,,,,
5196,House for sale,"1019, Rue De Bleury, Montréal (Ville-Marie), Neighbourhood Central","$3,999,000",45.5041700000,-73.5620840000,10,10,10,5,6,7,1,7,5,10,10,9,10,10,10,10,3,19,4,,,,1870,Garage (2),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,3,"Heated, Inground",Basement 6 feet or +,95,,,,"Two or more storey, Attached","2,514 sqft",Fireplace - Other,,,,,,,2,,,,,,,,,,,,,,
5197,Condo for sale,"4521, Avenue Christophe-Colomb, apt. B1, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$645,000",45.5283610000,-73.5796160000,10,10,10,10,3,7,7,10,6,10,10,10,10,10,10,9,6,6,2,,Divided,746 sqft,2018,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,2,,,96,,,1,,,,(1,,,,,,,,,,,,,,,,,,,,
5198,Condo for sale,"16152, Rue Forsyth, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$229,000",45.6954413500,-73.4921606200,4,3,2,6,9,2,9,5,5,7,1,8,8,4,5,4,4,7,2,1,Divided,"1,035 sqft",2002,Driveway (1),106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,House for sale,"12525, Avenue Albert-Prévost, Montréal (Ahuntsic-Cartierville), Neighbourhood Bois de Saraguay","$849,000",45.5242070700,-73.7394543000,5,6,2,5,9,2,10,8,5,8,1,7,2,4,3,5,7,10,4,,,,1971,"Driveway (2), Garage (2)",134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,3,,Basement 6 feet or +,8,,,1,"Split-level, Detached",,Fireplace - Other,,,,,,,,,,,,,,,,,,,,,
5200,Condo for sale,"1225, boulevard Robert-Bourassa, apt. 704, Montréal (Ville-Marie), Neighbourhood Central West","$598,000",45.5027170000,-73.5688520000,10,10,10,5,8,6,2,9,9,10,10,10,10,10,10,10,3,7,2,1,Divided,759 sqft,2013,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Inground, Indoor",,98,,,,,,,(1,,,,,,,,,,,,,,,,,,,,
5201,Condo for sale,"405, Rue de la Concorde, apt. 2001, Montréal (Ville-Marie), Neighbourhood Central","$709,000",45.5072884900,-73.5705460500,10,10,10,8,4,7,5,9,9,10,10,10,8,10,10,10,3,5,2,,Divided,763 sqft,2016,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,Elevator,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,Condo for sale,"4850, Chemin de la Côte-Saint-Luc, apt. PH-3, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$1,400,000",45.4831575500,-73.6159758100,9,9,5,2,9,5,1,8,10,10,4,9,5,8,7,9,7,6,3,,Undivided,"2,124 sqft",2012,Garage (3),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,Inground,Elevator,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5203,Condo for sale,"1000, Rue de la Montagne, apt. 913, Montréal (Ville-Marie), Neighbourhood Central West","$399,000",45.4950980800,-73.5703745400,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,3,2,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,521 sqft,,,,,(1,,,,,,,,,,,,,,,,,,,,
5204,Condo for sale,"1000, Rue de la Montagne, apt. 4010, Montréal (Ville-Marie), Neighbourhood Central West","$1,519,000",45.4948574200,-73.5703101700,10,10,10,4,4,6,0,7,8,10,10,10,8,7,10,10,6,11,3,,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,3,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,"1,519 sqft",,,,,,,,,,,,,,,,,,,,,,,,,
5205,Condo for sale,"1000, Rue de la Montagne, apt. 616, Montréal (Ville-Marie), Neighbourhood Central West","$514,500",45.4948423800,-73.5702458000,10,10,10,4,4,6,0,7,8,10,10,10,8,7,10,10,6,5,2,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,675 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5206,Condo for sale,"1000, Rue de la Montagne, apt. 3608, Montréal (Ville-Marie), Neighbourhood Central West","$682,200",45.4954590700,-73.5710611900,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,4,,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,1,758 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5207,Condo for sale,"1000, Rue de la Montagne, apt. 515, Montréal (Ville-Marie), Neighbourhood Central West","$371,200",45.4951281600,-73.5702887100,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,4,,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,1,464 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5208,Condo for sale,"1000, Rue de la Montagne, apt. 515, Montréal (Ville-Marie), Neighbourhood Central West","$371,200",45.4951281600,-73.5702887100,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,4,,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,1,464 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5209,Condo for sale,"1000, Rue de la Montagne, apt. 1012, Montréal (Ville-Marie), Neighbourhood Central West","$651,000",45.4954590700,-73.5705676600,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,6,2,,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,827 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5210,Condo for sale,"1000, Rue de la Montagne, apt. 610, Montréal (Ville-Marie), Neighbourhood Central West","$528,180",45.4954289900,-73.5705247500,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,4,2,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,684 sqft,,,,,(1,,,,,,,,,,,,,,,,,,,,
5211,Condo for sale,"1000, Rue de la Montagne, apt. 507, Montréal (Ville-Marie), Neighbourhood Central West","$731,325",45.4954139500,-73.5706105800,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,7,2,,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,995 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
5212,Condo for sale,"1000, Rue de la Montagne, apt. 2501, Montréal (Ville-Marie), Neighbourhood Central West","$526,200",45.4955339600,-73.5706584200,10,10,10,4,5,6,0,7,7,10,10,10,8,8,10,10,5,4,2,1,Divided,,"Under construction, New",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",95,,630 sqft,,,,,(1,,,,,,,,,,,,,,,,,,,,
5213,Quadruplex for sale,"2211 - 2219, boulevard de la Côte-Vertu, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West","$829,000",45.5064110000,-73.6927130000,6,7,3,8,9,2,4,8,10,8,4,9,10,7,5,9,4,,,,,,1980,Garage (3),98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,,,Basement 6 feet or +,52,,,,Semi-detached,"5,443 sqft",,,Residential only,Residential (5),"3 x 3 ½, 2 x 4 ½","4 rooms, 2 bedrooms, 1 bathroom","$45,780",,,,,,,,,,,,,,,
